,ver_claim_ids,pos
1624,vclaim-sno-body-ohio-river-clinton-aide,"['that', 'who']"
1625,vclaim-sno-body-pedophile-dumped-parliament,[]
1626,vclaim-sno-boebert-award-red-lobster,['that']
1627,vclaim-sno-boebert-ged-months-before-election,"['boebert', 'ged']"
1628,vclaim-sno-boebert-ppp-loan,['restaurant']
1629,vclaim-sno-boebert-restaurant-man-beaten,[]
1630,vclaim-sno-boebert-taliban-building-back-better,['representative']
1631,vclaim-sno-boebert-tweet-pelosi-location,['boebert']
1632,vclaim-sno-boehner-cruz-audiobook,"['clip', 'boehner']"
1633,vclaim-sno-boeing-797,['photograph']
1634,vclaim-sno-boeing-90-degree-climb,"['video', 'plane']"
1635,vclaim-sno-bogalusa-whisper,"['truck', 'stop']"
1636,vclaim-sno-boil-on-troubled-waters,['water']
1637,vclaim-sno-boiled-menstrual-pads,[]
1638,vclaim-sno-bolsonaro-covid-vaccine-crocodiles,"['bolsonaro', 'it', 'we', 'you', 'it']"
1639,vclaim-sno-bombers-to-venezuela,['putin']
1640,vclaim-sno-bombing-vatican-city,['photograph']
1641,vclaim-sno-bone-retired,['pedigree']
1642,vclaim-sno-boned-rolled-pig-ad,['image']
1643,vclaim-sno-bong-explosion,"['photograph', 'bong']"
1644,vclaim-sno-bonnie-clyde-go-for-a-ride,[]
1645,vclaim-sno-bono-of-contention,"['bono', 'time', 'he', 'someone']"
1646,vclaim-sno-bono-trump-destroy-america,"['bono', 'trump', 'we']"
1647,vclaim-sno-bonsai-kittens,"['website', 'bonsai']"
1648,vclaim-sno-boob-youtube,['youtube']
1649,vclaim-sno-book-burnings-1933-2022,['pictures']
1650,vclaim-sno-book-display,"['photograph', 'window']"
1651,vclaim-sno-book-drive,['costco']
1652,vclaim-sno-boombox-cartoon-pulled-from-newspaper-for-criticizing-clinton-obama,"['times', 'he']"
1653,vclaim-sno-booster-after-infected-omicron,['you']
1654,vclaim-sno-boot-strapped,['mechanic']
1655,vclaim-sno-booth-uncouth,[]
1656,vclaim-sno-bootleg-pull,"['songs', 'all']"
1657,vclaim-sno-boots-n-puss,"['phrase', 'who']"
1658,vclaim-sno-booty-tickler-arrest-fake,[]
1659,vclaim-sno-booze-sputnik-v,"['official', 'people']"
1660,vclaim-sno-bora-bora-getaway-facebook,['getaway']
1661,vclaim-sno-border-fluke,['outbreak']
1662,vclaim-sno-border-patrol-officer-death,[]
1663,vclaim-sno-border-patrol-rock-injury,['photograph']
1664,vclaim-sno-border-traffic-drop-barriers,['traffic']
1665,vclaim-sno-border-wall-fence-trump-climb,"['images', 'people', 'trump']"
1666,vclaim-sno-border-wall-migrant-caravan,[]
1667,vclaim-sno-borderline-bar-shooter-middle-east,['who']
1668,vclaim-sno-boring-mike-pence,['trump']
1669,vclaim-sno-boris-johnson-ghislaine-maxwell,['photograph']
1670,vclaim-sno-boris-johnson-turkish-muslim,['johnson']
1671,vclaim-sno-born-basic-recall,[]
1672,vclaim-sno-born-in-the-usa,['obama']
1673,vclaim-sno-boston-bruins-fan-sign,"['photograph', 'fan', 'they']"
1674,vclaim-sno-boston-market-coupon,['market']
1675,vclaim-sno-boston-police-officer-kills-black-man-over-marijuana-cigarette,[]
1676,vclaim-sno-boston-schools-white-asian,"['administrators', 'majority']"
1677,vclaim-sno-botched-abortion-gravestone,"['photograph', 'that', 'who']"
1678,vclaim-sno-botched-medical-cannabis-trial-in-france,['trial']
1679,vclaim-sno-botswana-condemns-trump-remarks,['botswana']
1680,vclaim-sno-bottle-feeding,['obama']
1681,vclaim-sno-bottle-it,"['cola', 'stranger']"
1682,vclaim-sno-botts-dots,['rounded']
1683,vclaim-sno-boughd-out,[]
1684,vclaim-sno-boulder-suspect-syrian-refugee,['alissa']
1685,vclaim-sno-boulders-breaking-bad,['colorado']
1686,vclaim-sno-bow-hunting-wild-horses,"['photograph', 'he']"
1687,vclaim-sno-bowdoin-mini-sombrero-controversy,['party']
1688,vclaim-sno-bowe-bergdahl,[]
1689,vclaim-sno-bowl-o-bama,['photograph']
1690,vclaim-sno-bowlbot-5000-machine,['video']
1691,vclaim-sno-boxing-day,['name']
1692,vclaim-sno-boy-beaten-to-death-by-mom,[]
1693,vclaim-sno-boy-eating-butter-ad,['advertisement']
1694,vclaim-sno-boy-scouts-condoms-jamboree,"['scouts', 'girls']"
1695,vclaim-sno-boy-scouts-mormons,['scouts']
1696,vclaim-sno-boy-shot-by-stepfather,"['company', 'he']"
1697,vclaim-sno-boy-shot-stepfather-appeal,"['company', 'he']"
1698,vclaim-sno-boy-who-went-missing-reunited,"['article', 'he']"
1699,vclaim-sno-boycott36-clinton-sanders-late-term-abortion,"['sanders', 'both', 'fetuses']"
1700,vclaim-sno-boyd-bushman-aliens,['bushman']
1701,vclaim-sno-boyfriend-corpses-medical-condition,"['condition', 'boy', 'she']"
1702,vclaim-sno-boyfriend-murdered-after-april-fools-prank-proposal,['woman']
1703,vclaim-sno-boyfriend-pull-teeth,['dentist']
1704,vclaim-sno-bpa-in-soup-cans,[]
1705,vclaim-sno-bra-sear,"['mother', 'who']"
1706,vclaim-sno-bra-twang-punch,"['mother', 'who']"
1707,vclaim-sno-bracelet-confusion,"['patients', 'personnel']"
1708,vclaim-sno-bracelets-immigrants-operation-streamline,['trump']
1709,vclaim-sno-brad-pitt-bob-marley,['photograph']
1710,vclaim-sno-brad-pitt-death-hoax,"['pitt', 'jolie']"
1711,vclaim-sno-brad-pitt-elite-hollywood,"['pitt', 'pedophiles']"
1712,vclaim-sno-brad-pitt-endorses-trump,['pitt']
1713,vclaim-sno-bradford-beast,['man']
1714,vclaim-sno-brady-campaign-ad,['advertisement']
1715,vclaim-sno-brady-campaign-fake-ad,['image']
1716,vclaim-sno-braille-in-some-steering-wheels,"['wheels', 'drivers']"
1717,vclaim-sno-brain-eating-amoeba-sinuses,"['woman', 'who']"
1718,vclaim-sno-brain-feud,['carson']
1719,vclaim-sno-braked-ham,"['shoplifter', 'who']"
1720,vclaim-sno-brandenn-bremmer,"['bremmer', 'he']"
1721,vclaim-sno-brandon-high-school-mississippi,['judge']
1722,vclaim-sno-brandon-lee,[]
1723,vclaim-sno-brandon-torrent-homeless-person,['millionaire']
1724,vclaim-sno-brandon-victor-dixon-tweet,"['actor', 'he']"
1725,vclaim-sno-bravecto-flea-and-tick-warning,['flea']
1726,vclaim-sno-brazil-mothers-day-robbery,"['video', 'who']"
1727,vclaim-sno-brazilian-oil,['obama']
1728,vclaim-sno-bre-paytons-death-strange,[]
1729,vclaim-sno-breach-capitol-british-1814,"['attack', 'troops']"
1730,vclaim-sno-bread-and-media-circuses,"['photographs', 'boy', 'arm']"
1731,vclaim-sno-bread-bagged,['ernst']
1732,vclaim-sno-bread-tag-code,['you']
1733,vclaim-sno-breadwinner,['woman']
1734,vclaim-sno-break-neck-twerking,"['video', 'woman']"
1735,vclaim-sno-breaking-a-mirror,[]
1736,vclaim-sno-breakup-email-2003,"['intern', 'that']"
1737,vclaim-sno-breast-cancer-abortion-yoest,"['yoest', 'abortion']"
1738,vclaim-sno-breast-cancer-patient-protection-act,['bill']
1739,vclaim-sno-breast-chancer-2,['woman']
1740,vclaim-sno-breast-chancer,['woman']
1741,vclaim-sno-breast-defense,[]
1742,vclaim-sno-breast-gazing-healthy,[]
1743,vclaim-sno-breast-in-peace,['hoax']
1744,vclaim-sno-breast-milk-gold,['photograph']
1745,vclaim-sno-breast-practices,"['cdc', 'mothers']"
1746,vclaim-sno-breast-rash,['photograph']
1747,vclaim-sno-breastfeeding-baby-covid-vaccine,"['child', 'mother']"
1748,vclaim-sno-breastfeeding-size-ban,['riddle']
1749,vclaim-sno-breasts-in-public,"['it', 'women']"
1750,vclaim-sno-breath-mint-trafficking-drug,"['pattern', 'traffickers']"
1751,vclaim-sno-breatharians,"['couple', 'it']"
1752,vclaim-sno-breitbart-news-app-removed-from-the-apple-store,['purge']
1753,vclaim-sno-brenda-lee-removed-air-force-one,[]
1754,vclaim-sno-brent-jones,['jones']
1755,vclaim-sno-breonna-taylor-statue-smashed,[]
1756,vclaim-sno-bresch-manchin-daughter,['bresch']
1757,vclaim-sno-brett-kavanaugh-employers-polygraph,['kavanaugh']
1758,vclaim-sno-brett-kavanaugh-foreclosure-accuser-parents,['kavanaugh']
1759,vclaim-sno-brett-kavanaugh-gofundme-page,[]
1760,vclaim-sno-brett-kavanaugh-never-tried-case-law-clerk,"['bush', 'kavanaugh']"
1761,vclaim-sno-brett-kavanaugh-raped-immigrant-abortion,"['kavanaugh', 'immigrant']"
1762,vclaim-sno-brett-kavanaugh-wasted-photo,"['photograph', 'kavanaugh']"
1763,vclaim-sno-brett-kavanaughs-children-harassed,[]
1764,vclaim-sno-brevity-the-soul-of-twit,['student']
1765,vclaim-sno-breyers-ice-cream-melt,['cream']
1766,vclaim-sno-brian-chontosh,['chontosh']
1767,vclaim-sno-brian-kemp-mother-kkk,['photograph']
1768,vclaim-sno-brian-kilmeade-invasion,"['kilmeade', 'you', 'this', 'that', 'it']"
1769,vclaim-sno-brian-may-astrophysicist,['guitarist']
1770,vclaim-sno-brian-peppers,"['photograph', 'who']"
1771,vclaim-sno-brian-s-freeman-soleimani-iraq,"['soleimani', 'that']"
1772,vclaim-sno-brick-housed,"['members', 'motorists']"
1773,vclaim-sno-bride-beaded-dress,['photographs']
1774,vclaim-sno-bridesmaid-revisited,['usage']
1775,vclaim-sno-bridezilla,[]
1776,vclaim-sno-bridge-on-the-river-styx,['woman']
1777,vclaim-sno-bridges-over-troubled-waters,[]
1778,vclaim-sno-brightons-christmas-lights,"['video', 'that']"
1779,vclaim-sno-bring-your-bible-to-school-day,"['trump', 'october']"
1780,vclaim-sno-bringing-a-gun-to-a-knife-fight,"['obama', 'opponents', 'you']"
1781,vclaim-sno-bringing-down-the-mouse,['image']
1782,vclaim-sno-bringing-home-the-browns,['who']
1783,vclaim-sno-bristol-palin-artists-inauguration-love-trump,"['palin', 'performers', 'them']"
1784,vclaim-sno-bristol-palin-black-people,"['palin', 'actors', 'nominees']"
1785,vclaim-sno-british-accredited-registry-bar,['bar']
1786,vclaim-sno-british-mom-co-sleeping-custody,"['mother', 'she']"
1787,vclaim-sno-british-refugees-welcome-sign,['photograph']
1788,vclaim-sno-britney-spears-dumas,"['line', 'loneliness', 'je']"
1789,vclaim-sno-brittany-l-leopard,['photograph']
1790,vclaim-sno-brock-turner-beaten-by-flash-mob,[]
1791,vclaim-sno-brock-turner-prison-pool,[]
1792,vclaim-sno-brock-turners-father-no-punishment,"['father', 'victim']"
1793,vclaim-sno-brokeback-mountain-remake,[]
1794,vclaim-sno-broken-axl,[]
1795,vclaim-sno-broken-link,['scientists']
1796,vclaim-sno-broken-record,['ferguson']
1797,vclaim-sno-brood-x-cicadas-emerge,['brood']
1798,vclaim-sno-brooke-baldwin-military-authority,['baldwin']
1799,vclaim-sno-brooke-shields-nude-child-photo,['playboy']
1800,vclaim-sno-brooklyn-refusing-vaccinate-pets,['people']
1801,vclaim-sno-broom-hilda,['coed']
1802,vclaim-sno-broom-standing-gravitational-pull,['property']
1803,vclaim-sno-brothel-laws-sororities,['laws']
1804,vclaim-sno-brother-and-sister-new-jersey,[]
1805,vclaim-sno-broward-county-blank-ballots,['employee']
1806,vclaim-sno-broward-county-fraud-voters-votes,['number']
1807,vclaim-sno-brown-out-2,['brown']
1808,vclaim-sno-brown-out,['contract']
1809,vclaim-sno-brown-pants,['abercrombie']
1810,vclaim-sno-brown-recluse-spiders-amazon,['brown']
1811,vclaim-sno-brown-recuse,"['mcculloch', 'that', 'i']"
1812,vclaim-sno-brown-shirts,['clothiers']
1813,vclaim-sno-brownie-points,['store']
1814,vclaim-sno-bruce-lee-american-citizen,['lee']
1815,vclaim-sno-bruce-lee-elvis-dojo,"['photograph', 'presley']"
1816,vclaim-sno-bruce-lee-ping-pong,"['clip', 'lee']"
1817,vclaim-sno-bruce-springsteen-attacks-donald-trump-on-twitter,['springsteen']
1818,vclaim-sno-bruce-springsteen-bathroom-law,['springsteen']
1819,vclaim-sno-bruce-springsteen-trump-letter,"['springsteen', 'trump']"
1820,vclaim-sno-bruce39s-story,"['photo', 'jenner']"
1821,vclaim-sno-brunei-stoning-laws,"['brunei', 'that']"
1822,vclaim-sno-bruno-jackson,"['test', 'jackson']"
1823,vclaim-sno-brussels-attack-video-fake,"['video', 'explosion']"
1824,vclaim-sno-bts-band-meal-mcdonalds,"['mcdonald', 'bts']"
1825,vclaim-sno-bubba-watson-blm,"['watson', 'that']"
1826,vclaim-sno-bubble-buoyed,"['lip', 'balm']"
1827,vclaim-sno-bubble-tea-pearls-in-stomach,['ray']
1828,vclaim-sno-buccaneers-refused-white-house,['buccaneers']
1829,vclaim-sno-buck-fifty,['initiates']
1830,vclaim-sno-buckeye-ballot-bus,[]
1831,vclaim-sno-bud-day,['message']
1832,vclaim-sno-bud-light-anniversary-free-24-pack-facebook-offer,['light']
1833,vclaim-sno-buddhist-rampage-in-india,['extremists']
1834,vclaim-sno-buddy-ebsen,"['he', 'makeup', 'him']"
1835,vclaim-sno-buddy-holly-crickets-name,"['group', 'sound']"
1836,vclaim-sno-budget-cuts,['item']
1837,vclaim-sno-budweiser-911-celebration,"['employee', 'who', 'arabs']"
1838,vclaim-sno-budweiser-changing-name-america,['budweiser']
1839,vclaim-sno-budweiser-get-her-drunk,"['image', 'you', 'her']"
1840,vclaim-sno-budweiser-opt-out-super-bowl-ads,"['pandemic', 'busch', 'it']"
1841,vclaim-sno-budweiser-pull-advertising-nfl-national-anthem-protest,['budweiser']
1842,vclaim-sno-budweiser-tribute,['clip']
1843,vclaim-sno-buffalo-wild-wings-anthem,"['worker', 'it']"
1844,vclaim-sno-buffalo39d-dam,['photographs']
1845,vclaim-sno-buffet-eating-all-they-could,['they']
1846,vclaim-sno-bug-spray-high,['officials']
1847,vclaim-sno-bugs-bunny-bathtub,['cartoon']
1848,vclaim-sno-bugs-chef-boyardee-mini-ravioli,['video']
1849,vclaim-sno-builders-foam-hair,"['photograph', 'who']"
1850,vclaim-sno-building-7-collapse,['owner']
1851,vclaim-sno-buju-banton-death-hoax,['banton']
1852,vclaim-sno-bull-marketed,['drink']
1853,vclaim-sno-bull-scorn,"['schlessinger', 'bulls', 'they']"
1854,vclaim-sno-bull-shark-kentucky-lake,[]
1855,vclaim-sno-bull-ship,['photographs']
1856,vclaim-sno-bull-snort,"['states', 'cola', 'it']"
1857,vclaim-sno-bull-warning-sign-field,['photograph']
1858,vclaim-sno-bulldog-saves-sleeping-children,['dog']
1859,vclaim-sno-bullet-anoints,"['derfuss', 'bullet', 'he']"
1860,vclaim-sno-bullet-point,['kelly']
1861,vclaim-sno-bullet-proof-backpacks,"['photograph', 'backpack']"
1862,vclaim-sno-bullet-whole,['administration']
1863,vclaim-sno-bulls-eye-logo,['cigarettes']
1864,vclaim-sno-bumble-bee-tuna-recall-human,[]
1865,vclaim-sno-bumblebees-cant-fly,"['scientists', 'bumblebees']"
1866,vclaim-sno-bump-and-crime,"['police', 'who']"
1867,vclaim-sno-bump-keys,['locks']
1868,vclaim-sno-bump-truck,['video']
1869,vclaim-sno-bungee-whiz-2,"['clip', 'jumper', 'head']"
1870,vclaim-sno-bungled-rescue,"['firemen', 'they']"
1871,vclaim-sno-bunny-toy-photograph,['photograph']
1872,vclaim-sno-burger-king-admits-burgers-contain-horsemeat,"['chain', 'it', 'that']"
1873,vclaim-sno-burger-king-adult-meal,"['king', 'that']"
1874,vclaim-sno-burger-king-customers-manager,['customers']
1875,vclaim-sno-burger-king-logo-new,['king']
1876,vclaim-sno-burger-king-sharia-law,['king']
1877,vclaim-sno-burger-king-tweet-women-kitchen,"['king', 'women']"
1878,vclaim-sno-burger-king-vouchers-scam,['king']
1879,vclaim-sno-burglars-return-stolen-computers,"['burglars', 'they']"
1880,vclaim-sno-buried-pleasure,"['bonobos', 'who']"
1881,vclaim-sno-buried-treasures,"['girls', 'rescuers']"
1882,vclaim-sno-buried-woman-stoned-photo,['photograph']
1883,vclaim-sno-burka-barbie,['mattel']
1884,vclaim-sno-burn-zinc-batteries-fireplace,"['image', 'readers', 'order']"
1885,vclaim-sno-burned-dog-facebook-photo,"['photograph', 'canine']"
1886,vclaim-sno-burned-tree-spaghetti-pattern,['photograph']
1887,vclaim-sno-burning-bush,[]
1888,vclaim-sno-burning-sage-kill-bacteria,"['study', 'sage']"
1889,vclaim-sno-burundangascopolamine-warning,['criminals']
1890,vclaim-sno-bury-go-round,[]
1891,vclaim-sno-bus-crash-super-tuesday,['that']
1892,vclaim-sno-bus-fuss,[]
1893,vclaim-sno-bush-bust,['message']
1894,vclaim-sno-bush-clinton-note,['bush']
1895,vclaim-sno-bush-nra-resignation,['bush']
1896,vclaim-sno-bush-scanner-demonstration,['bush']
1897,vclaim-sno-bush-upside-book,"['photograph', 'bush']"
1898,vclaim-sno-bush-votes-for-obama,['bush']
1899,vclaim-sno-bushs-baked-beans-recall,['cans']
1900,vclaim-sno-businesses-vaccinated-covid19,['businesses']
1901,vclaim-sno-bust-up,[]
1902,vclaim-sno-busy-intersection-video,['video']
1903,vclaim-sno-buttagieg-late-term-abortion,['transcript']
1904,vclaim-sno-butter-battle,['butter']
1905,vclaim-sno-butter-coma,['writer']
1906,vclaim-sno-buttered-rolls,"['royce', 'cars']"
1907,vclaim-sno-butthole-cut-of-the-movie-cats,"['cut', 'cats']"
1908,vclaim-sno-butthole-surfing-robot,"['engineers', 'that']"
1909,vclaim-sno-buttigieg-campaign-donation,"['oligarch', 'blavatnik']"
1910,vclaim-sno-buttigieg-chick-fil-a,['buttigieg']
1911,vclaim-sno-buttigieg-dogs-clipping,[]
1912,vclaim-sno-buttigieg-electric-cars-gas-prices,"['buttigieg', 'families', 'that']"
1913,vclaim-sno-buttigieg-father-marxist,"['buttigieg', 'who']"
1914,vclaim-sno-buttigieg-grenell-lgbt-cabinet,"['websites', 'buttigieg']"
1915,vclaim-sno-buzz-aldrin-moon-admission,"['aldrin', 'he']"
1916,vclaim-sno-buzz-aldrin-tweeted-we-are-all-in-danger-it-is-evil-itself,"['aldrin', 'humanity', 'it']"
1917,vclaim-sno-buzzfeed-white-people-guns,['news']
1918,vclaim-sno-bvd-underwear-name,['term']
1919,vclaim-sno-by-look-or-crook,"['driver', 'who']"
1920,vclaim-sno-bye-bye-birdie,"['match', 'bird']"
1921,vclaim-sno-c-130,['photograph']
1922,vclaim-sno-c-span-video-joe-biden-ukraine,"['video', 'biden', 'he']"
1923,vclaim-sno-c3p0-trading-card,[]
1924,vclaim-sno-ca-democrats-lgbtq-bill-pedophiles,['who']
1925,vclaim-sno-ca-gop-ballot-drop-boxes,['party']
1926,vclaim-sno-ca-pedophiles-minimum-marry,['california']
1927,vclaim-sno-cabal,['word']
1928,vclaim-sno-cabbage-memo,['memo']
1929,vclaim-sno-cabbage-patch-death-certificates,['coleco']
1930,vclaim-sno-cable-boxed,"['service', 'providers']"
1931,vclaim-sno-cache-and-carry,['she']
1932,vclaim-sno-cache-point,"['strip', 'you']"
1933,vclaim-sno-cactus-attacked-us,['cactus']
1934,vclaim-sno-cadbury-banned-easter,['cadbury']
1935,vclaim-sno-cadbury-free-chocolate-hampers,"['company', 'who']"
1936,vclaim-sno-cadbury-gay-kiss,"['petition', 'that']"
1937,vclaim-sno-cadbury-hiv-arrest,[]
1938,vclaim-sno-caesar-salad,[]
1939,vclaim-sno-cair-memorial-day-terrorists,['council']
1940,vclaim-sno-cair-muslims-above-law,"['carroll', 'muslims']"
1941,vclaim-sno-caitlin-serena,"['jenner', 'i']"
1942,vclaim-sno-caitlin-teagart,"['parents', 'she']"
1943,vclaim-sno-caitlyn-jenner-sports-illustrated,['jenner']
1944,vclaim-sno-caitlyn-serena,"['jenner', 'i']"
1945,vclaim-sno-cakes-and-ale,['student']
1946,vclaim-sno-caleb-lee-pizza-hut,['man']
1947,vclaim-sno-calgary-man-slices-off-penis-attach-razor-blade-fidget-spinner,['man']
1948,vclaim-sno-calico-buck,['photographs']
1949,vclaim-sno-calico-mine-ride-knotts,[]
1950,vclaim-sno-california-15-genders,"['authorities', 'that']"
1951,vclaim-sno-california-banned-45-acp-ammunition,['california']
1952,vclaim-sno-california-bible-ban,['bill']
1953,vclaim-sno-california-bill-enables-government-to-seize-children,['bill']
1954,vclaim-sno-california-bill-police-imitation-weapons,"['bill', 'they']"
1955,vclaim-sno-california-burn-democrats,"['jr.', 'california']"
1956,vclaim-sno-california-christians-must-register-bibles-assault-weapons,['brown']
1957,vclaim-sno-california-college-students-castrating-trumps-wall,['students']
1958,vclaim-sno-california-da-becton-looting-need,"['costa', 'looting', 'suspect']"
1959,vclaim-sno-california-divert-dam-repair-funds,"['state', 'programs']"
1960,vclaim-sno-california-ethnic-studies-genocide,"['curriculum', 'students']"
1961,vclaim-sno-california-fires-drug-cartels-marijuana-farms,['officials']
1962,vclaim-sno-california-forbids-singing-covid,['governor']
1963,vclaim-sno-california-government-pays-for-criminals-to-take-vacations,['state']
1964,vclaim-sno-california-holiday-rules,['meme']
1965,vclaim-sno-california-ikea-trafficking,['mom']
1966,vclaim-sno-california-laundry-and-shower,['it']
1967,vclaim-sno-california-layoffs-covid,"['california', 'it', 'it', 'it']"
1968,vclaim-sno-california-manwich-ban,['state']
1969,vclaim-sno-california-motor-voter-act,"['california', 'residents']"
1970,vclaim-sno-california-naacp-want-replace-national-anthem,['naacp']
1971,vclaim-sno-california-newborn-named-emoji,['couple']
1972,vclaim-sno-california-pastor-praises-orlando-massacre,"['pastor', 'it']"
1973,vclaim-sno-california-pedophilia-school,['district']
1974,vclaim-sno-california-poster-girl,"['clip', 'california']"
1975,vclaim-sno-california-schools-gay-sex,['brown']
1976,vclaim-sno-california-senate-ban-he-she,['chairperson']
1977,vclaim-sno-california-senate-exempt-gun-laws,['senate']
1978,vclaim-sno-california-separate-children-covid,"['letter', 'residents', 'who', 'parents', 'who', 'guardians']"
1979,vclaim-sno-california-sex-ed-parents,[]
1980,vclaim-sno-california-tax-breathing,['lawmakers']
1981,vclaim-sno-california-teacher-military-members,['salcido']
1982,vclaim-sno-california-text-tax,"['california', 'money']"
1983,vclaim-sno-california-to-jail-climate-change-skeptics,"['legislators', 'it', 'anyone']"
1984,vclaim-sno-california-trump-presidents-day,['legislature']
1985,vclaim-sno-california-unlawful-ballots,"['state', 'outcome']"
1986,vclaim-sno-california-veterans-cemetery-modesto,['brown']
1987,vclaim-sno-california-wildfires-direct-energy,['that']
1988,vclaim-sno-california-wineries-newsom,"['newsom', 'he']"
1989,vclaim-sno-california-wines-contain-dangerous-levels-arsenic,['wine']
1990,vclaim-sno-californian-die-covid-19-vaccine,['resident']
1991,vclaim-sno-californias-governor-law-students-spanish,['brown']
1992,vclaim-sno-call-112-police-emergency,['you']
1993,vclaim-sno-call-girl-johns-daughter,['hooker']
1994,vclaim-sno-call-me-disbelieving-blondie,[]
1995,vclaim-sno-call-of-duty-wwii-scene-tree,['image']
1996,vclaim-sno-call-police-new-guinea-flatworm,['invasion']
1997,vclaim-sno-call-to-arms,"['photograph', 'palin']"
1998,vclaim-sno-call-to-scare,['university']
1999,vclaim-sno-caller-id,"['watcher', 'who', 'he']"
2000,vclaim-sno-calls-from-beyond,['phone']
2001,vclaim-sno-caltech-warning,['caltech']
2002,vclaim-sno-calvin-and-hobbes-worlds-problems,"['strip', 'soldiers']"
2003,vclaim-sno-cam-newton-arrested,['panthers']
2004,vclaim-sno-cam-newton-fined-giving-away-footballs,[]
2005,vclaim-sno-cambridge-caper,['photograph']
2006,vclaim-sno-camels-crossing-the-sea,['video']
2007,vclaim-sno-camera-cell-phone-identity-theft,['thieves']
2008,vclaim-sno-camera-obscura,"['clip', 'converter']"
2009,vclaim-sno-cameraman-eaten-alive-sunfish,[]
2010,vclaim-sno-cameron-dambrosio,['he']
2011,vclaim-sno-cameron-diaz-maya-angelou,[]
2012,vclaim-sno-cameron-diaz-now,"['photograph', 'diaz']"
2013,vclaim-sno-cameron-lyle,['lyle']
2014,vclaim-sno-camp-david-conniption,"['obama', 'you']"
2015,vclaim-sno-campaign-contributions,['bulk']
2016,vclaim-sno-campbells-customer-service-facebook,"['account', 'she']"
2017,vclaim-sno-camping-world-ceo-trump,['lemonis']
2018,vclaim-sno-campus-halloween-murders,"['psychic', 'murder']"
2019,vclaim-sno-can-amputees-take-their-limb-home,"['people', 'who', 'them']"
2020,vclaim-sno-can-can-hail,['school']
2021,vclaim-sno-can-clean-coal-actually-reduce-carbon-emissions,"['technology', 'coal']"
2022,vclaim-sno-can-coconut-water-substitute-blood-plasma,[]
2023,vclaim-sno-can-common-household-plant-seeds-used-party-drug,[]
2024,vclaim-sno-can-firechat-send-messages-without-internet,['app']
2025,vclaim-sno-can-ghost-peppers-burn-a-hole-in-your-esophagus,['pepper']
2026,vclaim-sno-can-horses-grow-mustaches,['horses']
2027,vclaim-sno-can-hurricane-victims-delay-their-mortgage-payments,[]
2028,vclaim-sno-can-marijuana-help-heal-broken-bones,"['studies', 'marijuana']"
2029,vclaim-sno-can-pardoned-felons-vote,[]
2030,vclaim-sno-can-police-legally-rape-people-35-states,"['it', 'officers']"
2031,vclaim-sno-can-recycle-crayola-markers,['crayola']
2032,vclaim-sno-can-stone-dissolve-iron,['video']
2033,vclaim-sno-can-text-food-get-free-meals-children,['meals']
2034,vclaim-sno-can-the-25th-amendment-prevent-a-trump-presidency,"['congress', 'trump']"
2035,vclaim-sno-can-unlock-car-door-tennis-ball,['you']
2036,vclaim-sno-can-veep-play-the-pence-card,['code']
2037,vclaim-sno-can-water-from-plastic-bottles-be-toxic,"['reusing', 'them']"
2038,vclaim-sno-can-you-beerlieve-it,['photographs']
2039,vclaim-sno-can-you-hear-me-scam,"['who', 'you']"
2040,vclaim-sno-can-you-use-peanut-butter-to-diagnose-alzheimers-disease,[]
2041,vclaim-sno-can-you-vote-online-with-a-hashtag,['pennsylvanians']
2042,vclaim-sno-can39t-read-me-nothing,"['west', 'he']"
2043,vclaim-sno-canada-als-assisted-suicide,['he']
2044,vclaim-sno-canada-banned-beyonce,[]
2045,vclaim-sno-canada-border-privacy-hedge,['officials']
2046,vclaim-sno-canada-covid-travelers,"['restrictions', 'they']"
2047,vclaim-sno-canada-doctors-pay-rise,"['hundreds', 'they']"
2048,vclaim-sno-canada-donuts-marijuana,"['canada', 'country']"
2049,vclaim-sno-canada-drinking-cannabis-public,[]
2050,vclaim-sno-canada-driver-fine-passenger-phone,"['law', 'one']"
2051,vclaim-sno-canada-dry,"['company', 'it']"
2052,vclaim-sno-canada-gives-polygamist-immigrants-thousands-start-money,['immigrants']
2053,vclaim-sno-canada-global-reset-plan-leak,['chain']
2054,vclaim-sno-canada-legalizes-beastiality,['canada']
2055,vclaim-sno-canada-legalizes-heroin,['canada']
2056,vclaim-sno-canada-marijuana-federal-debt,['canada']
2057,vclaim-sno-canada-psychedelic-depression,"['government', 'which']"
2058,vclaim-sno-canada-receives-10-million-immigration-applications,"['trudeau', 'country']"
2059,vclaim-sno-canada-straight-marriage-ban,['trudeau']
2060,vclaim-sno-canada-water-ecoli,[]
2061,vclaim-sno-canadas-immigration-web-site-crashed-after-2016-election,['americans']
2062,vclaim-sno-canadian-border-cellphone-search,['officials']
2063,vclaim-sno-canadian-business-offers-land-to-relocating-americans,['business']
2064,vclaim-sno-canadian-fishermen-shrimp,['photograph']
2065,vclaim-sno-canadian-flag-on-niagara-falls,"['photograph', 'flag']"
2066,vclaim-sno-canadian-flag-origins,['points']
2067,vclaim-sno-canadian-fox,['they']
2068,vclaim-sno-canadian-snowplows-skittles,['snowplows']
2069,vclaim-sno-canadian-teen-satellite-maps,['teen']
2070,vclaim-sno-canadians-eating-while-driving,[]
