,ver_claim_ids,ver_claim_encodings
4479,vclaim-sno-fake-crocodile-dundee-trailer,"[ 0.07476623  0.12847927  0.05817268 ...  0.01685219 -0.03100082
  0.0052539 ]"
4480,vclaim-sno-fake-donald-trump-drops-out,"[ 0.11045382  0.1118997   0.06211962 ...  0.10380296 -0.00271445
  0.18855117]"
4481,vclaim-sno-fake-id-seized-chicago-fraud,[0.13889861 0.13819061 0.14246356 ... 0.06603662 0.         0.06065349]
4482,vclaim-sno-fake-mar-a-lago-invite,"[ 0.11494226  0.14819385  0.07058204 ...  0.10211465 -0.03814262
  0.15283182]"
4483,vclaim-sno-fake-news-missing-scientist-found,"[ 0.07809407  0.06744859  0.0749423  ...  0.12048772 -0.03661774
  0.16701798]"
4484,vclaim-sno-fake-nurses,"[ 0.07817028  0.164335    0.13892652 ...  0.08528396 -0.03814262
  0.19574127]"
4485,vclaim-sno-fake-parking-attendant,"[ 0.00093961  0.0327242   0.06467211 ...  0.22385195 -0.01548725
  0.01509652]"
4486,vclaim-sno-fake-photographs-hurricane-harvey-edition,"[ 0.05840957  0.15259354  0.10155963 ...  0.11414719 -0.03814262
  0.06413696]"
4487,vclaim-sno-fake-real-food-tests,"[ 0.10365774  0.08103012  0.11230284 ...  0.07407402 -0.01043134
  0.09691952]"
4488,vclaim-sno-fake-snow-asbestos,[0.05682091 0.11108901 0.16896185 ... 0.07883979 0.02432725 0.02707805]
4489,vclaim-sno-fake-snow-texas,"[ 0.12298588  0.1309566   0.07946906 ...  0.0297638  -0.03770101
  0.10625228]"
4490,vclaim-sno-fake-teletubby-lake-photo,"[ 0.06589072  0.03899182  0.10448699 ...  0.0999532  -0.01283186
  0.06552889]"
4491,vclaim-sno-fake-trump-groping-plot,[0.08789308 0.07873053 0.16611774 ... 0.01600954 0.07310556 0.18237327]
4492,vclaim-sno-fake-trump-tweet,"[ 0.11237474  0.164335    0.05453897 ... -0.03926747 -0.03814262
  0.2035477 ]"
4493,vclaim-sno-fake-tweet-parkland-survivor-david-hogg,"[ 0.16683234  0.11926844  0.17372008 ... -0.03184823 -0.02904511
  0.1711296 ]"
4494,vclaim-sno-fake-wendys-chili-rumor,[0.07534757 0.12806001 0.1978558  ... 0.10748159 0.02151418 0.10463493]
4495,vclaim-sno-falcon-ambassador-bridge,"[ 0.12731197  0.10696313  0.14520569 ...  0.07007506 -0.01450655
  0.11856904]"
4496,vclaim-sno-fallen-angel-2,"[ 0.10272229  0.05455347  0.12276358 ...  0.07591265 -0.03814262
  0.04404541]"
4497,vclaim-sno-fallen-angel,"[ 0.09719664  0.04159575  0.15463218 ...  0.0375379  -0.00413095
  0.07597297]"
4498,vclaim-sno-fallen-empires,"[ 0.12772733  0.1516044   0.03278749 ...  0.00194613 -0.03814262
  0.1257975 ]"
4499,vclaim-sno-fallen-like-leaves,"[ 0.05697988  0.11940888  0.18854174 ...  0.13160546 -0.03814262
  0.07031412]"
4500,vclaim-sno-false-15-year-old-who-swatted-gamer-convicted-of-domestic-terrorism,"[ 0.02791453  0.01557456  0.14208426 ...  0.08554009 -0.03814262
  0.0075316 ]"
4501,vclaim-sno-false-42-million-dead-in-bloodiest-black-friday-weekend-on-record,"[ 0.07644597  0.117842    0.17191646 ...  0.06085385 -0.03814262
  0.05511355]"
4502,vclaim-sno-false-baby-dragon-photo,[0.1166036  0.07330423 0.10448699 ... 0.16825238 0.01282485 0.13418734]
4503,vclaim-sno-false-blue-monday,"[ 0.06135052  0.11260819  0.11881466 ...  0.06684528 -0.01211471
  0.05445348]"
4504,vclaim-sno-false-boston-marathon-bomber-tsarnaev-severely-injured-in-prison,"[ 0.1003001   0.09870347  0.16090292 ...  0.04309962 -0.03814262
  0.06703724]"
4505,vclaim-sno-false-coffin-corner,"[ 0.07136595  0.20454071  0.04816408 ...  0.05221523 -0.03814262
  0.02351422]"
4506,vclaim-sno-false-dalai-lama-atheist,"[ 0.0672595   0.0651559   0.04358605 ...  0.01475708 -0.03814262
 -0.00696669]"
4507,vclaim-sno-false-donald-trump-ban-canada,"[ 0.09983912  0.09962902  0.0203535  ... -0.02968558 -0.03814262
  0.18637426]"
4508,vclaim-sno-false-donald-trump-has-died-possible-heart-attack,"[ 0.09686577  0.15593113  0.10137113 ... -0.02721963 -0.03814262
  0.1750484 ]"
4509,vclaim-sno-false-einstein-humiliates-professor,"[ 0.04486088  0.0680946   0.05055339 ...  0.00041901 -0.03814262
  0.14432661]"
4510,vclaim-sno-false-executive-orders,"[ 0.09944736  0.13075393  0.02931506 ...  0.07472744 -0.03814262
  0.01529831]"
4511,vclaim-sno-false-fda-approves-tranquilizer-dart-guns-that-puts-kids-to-sleep,"[ 0.10105654  0.04787254  0.05819182 ...  0.03422431  0.02871373
 -0.00562869]"
4512,vclaim-sno-false-flag-2,"[ 0.08884388  0.10239192  0.02475478 ...  0.01201845 -0.03814262
  0.08659506]"
4513,vclaim-sno-false-flag-operation,"[ 0.14532156  0.02760635  0.06039444 ...  0.02945607 -0.03814262
  0.09237508]"
4514,vclaim-sno-false-giant-hawaiian-cane-spider,"[ 0.09707554  0.10474099  0.09954148 ...  0.1230773  -0.03814262
  0.09035347]"
4515,vclaim-sno-false-head-and-shoulders-video,[0.13791846 0.1272712  0.15809384 ... 0.12607361 0.01610405 0.08056308]
4516,vclaim-sno-false-hippopotamus-milk-pink,[0.06319541 0.05357624 0.03249927 ... 0.12633237 0.01574375 0.11334261]
4517,vclaim-sno-false-ikea-selling-a-swastika-table,"[ 0.10209743  0.07247554  0.02555531 ...  0.01195266 -0.03315091
 -0.02184585]"
4518,vclaim-sno-false-jenners-gender,"[ 0.08411682  0.00562172  0.07360698 ... -0.03555567 -0.0206276
  0.11810225]"
4519,vclaim-sno-false-lead,"[ 0.06731886  0.10414393  0.16560341 ...  0.07904026 -0.03814262
  0.09546699]"
4520,vclaim-sno-false-mans-roast-friend,"[ 0.10135681  0.08826201  0.13958775 ...  0.12744279 -0.01675798
  0.02104664]"
4521,vclaim-sno-false-merle-haggard-estate-lgbt,"[ 0.16071717  0.06070485  0.0208318  ...  0.10536882 -0.03814262
  0.15359262]"
4522,vclaim-sno-false-miss-colombia-suicide,"[ 0.13576898  0.03389931  0.1454806  ... -0.00077457 -0.03683496
  0.09944284]"
4523,vclaim-sno-false-mormon-church-kleenex,[0.0595725  0.14304991 0.08978204 ... 0.02981058 0.03996881 0.16295007]
4524,vclaim-sno-false-national-gang-week,"[ 0.1057094   0.12197481  0.09758723 ...  0.11571649 -0.02891926
  0.00954508]"
4525,vclaim-sno-false-new-york-heroin,"[ 0.10302281  0.08269213  0.10978515 ... -0.03926747 -0.03814262
  0.00864515]"
4526,vclaim-sno-false-obama-announces-plans-for-a-third-term-presidential-run,"[ 0.12061765  0.17650895  0.09835962 ... -0.00902801 -0.03677699
  0.05084428]"
4527,vclaim-sno-false-obama-che-guevara-t-shirt,"[ 0.05682091  0.06331453  0.29784605 ...  0.04735876 -0.03814262
  0.01175814]"
4528,vclaim-sno-false-obama-stole-his-social-security-number-from-paul-ludwig,"[ 0.13131335  0.1258035   0.11007821 ...  0.10944441 -0.00850615
  0.10062214]"
4529,vclaim-sno-false-only-obama-fails-to-visit-d-day-monument,"[ 0.11555705  0.0665589   0.08634577 ...  0.00869292 -0.03814262
  0.03790275]"
4530,vclaim-sno-false-pardon,"[ 0.09944736  0.10044461  0.09965447 ... -0.03926747 -0.03814262
  0.11518218]"
4531,vclaim-sno-false-point-and-click,"[ 0.05534025  0.1729004   0.11991297 ...  0.22604522 -0.03814262
  0.01301219]"
4532,vclaim-sno-false-rubio-cruz-trump-tweet,"[ 0.0411694   0.12111682  0.05876269 ...  0.0143285  -0.03814262
  0.17957759]"
4533,vclaim-sno-false-sean-connery-letter-to-apple,"[ 0.07579624  0.06476498  0.06449031 ... -0.03926747 -0.03814262
  0.1375367 ]"
4534,vclaim-sno-false-stanley-kubrick-faked-moon-landings,[0.06910007 0.13607843 0.08125415 ... 0.04786224 0.         0.12688144]
4535,vclaim-sno-false-star-wars-fan-beaten-sharing-spoilers,"[ 0.06746709  0.04224356  0.06448467 ...  0.07449479 -0.03814262
  0.0075026 ]"
4536,vclaim-sno-false-ted-cruz-married-cousin,[0.0249514  0.00751392 0.         ... 0.06867899 0.         0.1228429 ]
4537,vclaim-sno-false-ted-cruz-tritone,"[ 0.06514434  0.12704737  0.08223622 ...  0.0732592  -0.02526824
  0.12915383]"
4538,vclaim-sno-false-terrorists-buy-ups-uniforms,"[ 0.07701629  0.15022685  0.09784011 ...  0.08308277 -0.03814262
  0.00294278]"
4539,vclaim-sno-false-tommy-chong-dead,"[ 0.08958493  0.15254065  0.06203984 ...  0.00045729 -0.03063505
  0.12181975]"
4540,vclaim-sno-false-tube-stakes,[0.0809691  0.08046474 0.10222966 ... 0.12738043 0.052144   0.03855781]
4541,vclaim-sno-false-vince-gilligan-announces-breaking-bad-season-6,"[ 0.03542322  0.1683776   0.0718641  ...  0.01044492 -0.03814262
  0.05393737]"
4542,vclaim-sno-false-vladimir-putin-anti-muslim-speech,"[ 0.10906519  0.14908385  0.10876691 ... -0.03926747 -0.00656038
  0.07193496]"
4543,vclaim-sno-false-wendys-admits-to-using-horse-and-rat-meat-in-their-chili,"[ 0.09041922  0.10623714  0.17772064 ...  0.17898887 -0.02827897
  0.12101209]"
4544,vclaim-sno-false-white-house-halloween-party,"[ 0.06043418  0.09426388  0.20147382 ...  0.05532946 -0.03814262
  0.09060755]"
4545,vclaim-sno-family-affair,"[ 0.02848401  0.09916593  0.1129766  ... -0.03266415 -0.03814262
  0.18591164]"
4546,vclaim-sno-family-die-spider-tea-kettle,"[ 0.10280239  0.06918907  0.17243585 ...  0.08498154 -0.03814262
  0.02999691]"
4547,vclaim-sno-family-drowns-in-carwash,"[ 0.00790922  0.22433932  0.08324368 ...  0.11547633  0.01691222
 -0.00169802]"
4548,vclaim-sno-family-matters-house,"[ 0.04478287  0.16233657  0.1210096  ...  0.06566016 -0.03814262
  0.04638949]"
4549,vclaim-sno-family-photo,"[ 0.08075849  0.11388446  0.10873674 ...  0.08157606 -0.03814262
  0.08117513]"
4550,vclaim-sno-family-photograph-of-melania-barron-and-donald-trump,"[ 0.05682091  0.12373826  0.11814822 ...  0.09933301 -0.03814262
  0.18293211]"
4551,vclaim-sno-family-ties,"[ 0.109738    0.06984994  0.19621402 ... -0.00106567 -0.03814262
  0.07415851]"
4552,vclaim-sno-fan-belt,"[ 0.10272229  0.13681908  0.12705751 ...  0.08377109 -0.03814262
  0.02562048]"
4553,vclaim-sno-fan-death,"[ 0.09159308  0.06102617  0.0544089  ...  0.00050807 -0.03814262
  0.03540232]"
4554,vclaim-sno-fappuccino,[0.03042718 0.07710403 0.08509847 ... 0.12246599 0.03267003 0.0958882 ]
4555,vclaim-sno-fappy-arrested-seaworld,[0.13130258 0.0683582  0.06629167 ... 0.05406792 0.00113555 0.02698594]
4556,vclaim-sno-fare-warning,"[ 0.07546302  0.12781742  0.05390361 ...  0.14484073 -0.02241393
  0.00430867]"
4557,vclaim-sno-fareed-zakaria-jihad,"[ 0.13254131  0.0891174   0.139982   ...  0.02741835 -0.03814262
  0.06569552]"
4558,vclaim-sno-fargo,"[ 0.10174853  0.12289209  0.1459008  ...  0.04707865 -0.03814262
  0.13408189]"
4559,vclaim-sno-farm-below-mountain,[0.08393854 0.28446886 0.10448699 ... 0.16897456 0.00272904 0.0296829 ]
4560,vclaim-sno-farmer-castro-execution,"[ 0.00999692  0.0678082   0.14600451 ...  0.06536079 -0.01451653
  0.13488422]"
4561,vclaim-sno-farmers-almanac-predict-covid-19,"[ 0.13363966  0.09947495  0.1474468  ...  0.0674619  -0.03814262
  0.12006103]"
4562,vclaim-sno-farmers-can-sue-monsanto,"[ 0.13997263  0.18137509  0.03739892 ...  0.1515868  -0.03729748
  0.11094701]"
4563,vclaim-sno-farmers-injecting-oxytocin,[0.0788836  0.11410387 0.14000598 ... 0.14597401 0.00859046 0.11463626]
4564,vclaim-sno-farmers-protest-india-flag,"[ 0.11175212  0.17303589  0.10272747 ...  0.06659684 -0.03814262
  0.05622825]"
4565,vclaim-sno-fart-burns-67-calories,"[ 0.04943868  0.07248439  0.0065688  ...  0.12193199 -0.03020458
  0.03805479]"
4566,vclaim-sno-fart-death,"[ 0.13674556  0.0739288   0.09554123 ...  0.07431688 -0.03814262
  0.0796345 ]"
4567,vclaim-sno-fart-rape,[0.10759053 0.15782702 0.11255954 ... 0.00068008 0.00147141 0.03506513]
4568,vclaim-sno-farting-negate-covid19-masks,"[ 0.07632588  0.10581879  0.1185709  ... -0.03267477 -0.02115859
  0.06271562]"
4569,vclaim-sno-farts-kill-mosquitoes-uganda,"[ 0.1546637   0.03005123  0.12431123 ... -0.03926747 -0.03814262
  0.01047972]"
4570,vclaim-sno-fascism-corporations-corporatism-dictionary,"[ 0.11455736  0.10127474  0.150563   ...  0.12205559  0.00141553
 -0.00026581]"
4571,vclaim-sno-fascist-fashion,"[ 0.07564258  0.07996164  0.1810717  ...  0.03657892 -0.03814262
  0.01793975]"
4572,vclaim-sno-fascists-called-anti-fascists-quote,"[ 0.04374219  0.07888956  0.0699924  ...  0.03859482 -0.03814262
  0.05629436]"
4573,vclaim-sno-fashion-bug,[0.14002614 0.11337581 0.16998309 ... 0.09993089 0.03619143 0.01654815]
4574,vclaim-sno-fashion-craven,"[ 0.0249926   0.05291019  0.15898344 ...  0.06909259 -0.02422718
  0.053783  ]"
4575,vclaim-sno-fashion-to-die-for,"[ 0.16449286  0.0827885   0.20044504 ...  0.02391507 -0.03645075
 -0.02892261]"
4576,vclaim-sno-fast-and-spurious,"[ 0.09541342  0.08181977  0.09697031 ... -0.00313177 -0.03814262
  0.20900299]"
4577,vclaim-sno-fat-boy,"[ 0.10621261  0.09197643  0.03647677 ...  0.02345063 -0.0212717
  0.02438963]"
4578,vclaim-sno-fatal-accidents-new-years-day,"[ 0.08408753  0.1041934   0.09860994 ...  0.0710642  -0.03814262
  0.00996411]"
4579,vclaim-sno-fatal-crash-spirit-photograph,"[ 0.0884428   0.12471809  0.10448699 ...  0.0527077  -0.03814262
 -0.01155122]"
4580,vclaim-sno-fatal-football,"[ 0.09624009  0.02729463  0.07776351 ...  0.05985131 -0.03814262
  0.03554495]"
4581,vclaim-sno-fatal-laptop-fire,"[ 0.06708425  0.0773464   0.11891271 ...  0.01645939 -0.02679588
 -0.02892261]"
4582,vclaim-sno-fatal-wienie-roast,"[ 0.09017053  0.14395808  0.21054927 ...  0.13597554 -0.03814262
  0.08773758]"
4583,vclaim-sno-father-abandon-family-avalanche,"[ 0.10782555  0.0506045   0.126199   ...  0.11686486 -0.03814262
  0.02860017]"
4584,vclaim-sno-father-dowling-mystery,"[ 0.08446033  0.02699308  0.1508058  ... -0.00580681 -0.03814262
  0.03006642]"
4585,vclaim-sno-father-mourns-wife-children-killed-car-crash,"[ 0.09357978  0.10087017  0.14256358 ...  0.19776909 -0.03442461
  0.06875776]"
4586,vclaim-sno-father-of-man-accused-training-school-shooters,"[ 0.07671574  0.13349754  0.14078882 ...  0.03606631 -0.02238003
  0.1441698 ]"
4587,vclaim-sno-father-sacrifice-son-train-bridge,"[ 0.09678366  0.08526135  0.14709692 ...  0.07825246 -0.03814262
  0.06773078]"
4588,vclaim-sno-fathers-day-protest-photo,"[ 0.05682091  0.10512494  0.11860874 ...  0.15659696 -0.03814262
  0.01788966]"
4589,vclaim-sno-fatima-hemminger-air-force,"[ 0.12336487  0.1404144   0.13932432 ...  0.06577096 -0.03419858
  0.05731244]"
4590,vclaim-sno-fatima-noor,"[ 0.06435528  0.12087908  0.05231839 ... -0.00600246  0.02881797
  0.02077202]"
4591,vclaim-sno-fatwa-friday,"[ 0.14722994  0.14636281  0.17740192 ...  0.1936244  -0.02973407
  0.03400507]"
4592,vclaim-sno-fauci-blame-flu-deaths-1918,"[ 0.06219665  0.10650431  0.1395857  ...  0.07943887 -0.03814262
  0.13369659]"
4593,vclaim-sno-fauci-chickenpox-covid-19,[0.09959859 0.12928212 0.09361781 ... 0.08251346 0.03114366 0.14873709]
4594,vclaim-sno-fauci-china-restrictions,"[ 0.11085883  0.1048251   0.0635779  ...  0.01720373 -0.0128256
  0.13205564]"
4595,vclaim-sno-fauci-coronavirus-research-grant,[0.04801716 0.14470531 0.12102176 ... 0.03233449 0.05977528 0.15899976]
4596,vclaim-sno-fauci-gain-function-covid,[0.0829085  0.17169014 0.09466288 ... 0.0539324  0.03025572 0.08549491]
4597,vclaim-sno-fauci-ghislaine-maxwell-sister,"[ 0.05781705  0.0554121   0.03261121 ... -0.02146946 -0.03122231
  0.14759463]"
4598,vclaim-sno-fauci-masks-no-longer-needed,[0.1672837  0.13999052 0.12386261 ... 0.02109539 0.         0.14562906]
4599,vclaim-sno-fauci-nothing-to-worry-about,"[ 0.07470415  0.1419172   0.02960893 ...  0.00289048 -0.02442152
  0.15034534]"
4600,vclaim-sno-fauci-quote-hydroxychloroquine,[0.07108244 0.12872681 0.07909174 ... 0.01313521 0.05119045 0.14495988]
4601,vclaim-sno-fauci-trump-handling-covid,[0.12027605 0.14928453 0.14851333 ... 0.01217805 0.         0.1894984 ]
4602,vclaim-sno-fauci-vaccine-experiment-beagles,[0.07207479 0.19476792 0.03644347 ... 0.11407828 0.06100826 0.1412439 ]
4603,vclaim-sno-fauci-warn-surprise-outbreak,"[ 0.10973688  0.10864684  0.12586048 ...  0.02930483 -0.03814262
  0.13596576]"
4604,vclaim-sno-fauci-without-mask-baseball-game,"[ 0.05682091  0.06542505  0.18034612 ...  0.07540351 -0.03814262
  0.14517446]"
4605,vclaim-sno-fauxtography-sashimi-tapeworms,"[ 0.14934263  0.1874076   0.13187754 ...  0.11004531 -0.03814262
 -0.02371634]"
4606,vclaim-sno-fauxtography-space-heavens-trail,"[ 0.09191205  0.19415912  0.10448699 ...  0.14005032 -0.03814262
  0.00920086]"
4607,vclaim-sno-fawn-bobcat-fire,"[ 0.05682091  0.1239526   0.15074286 ...  0.14540897 -0.03814262
  0.01680629]"
4608,vclaim-sno-fawn-of-the-dead,"[ 0.12042281  0.10283299  0.1347751  ... -0.0009844  -0.03814262
  0.07981171]"
4609,vclaim-sno-fbi-50-states-armed-protest,"[ 0.04689297  0.1311986   0.13345775 ...  0.14689262 -0.03814262
  0.0818329 ]"
4610,vclaim-sno-fbi-agent-arrested-protests,"[ 0.10782555  0.08188124  0.10142705 ...  0.07322579 -0.03814262
  0.11577616]"
4611,vclaim-sno-fbi-agent-cincinelli,"[ 0.06861415  0.06794056  0.16872558 ... -0.03542668 -0.02592312
  0.05612795]"
4612,vclaim-sno-fbi-agent-murder-suicide,"[ 0.07522976  0.10883765  0.0736457  ...  0.11345713 -0.03814262
  0.05402532]"
4613,vclaim-sno-fbi-agents-hunter-biden,"[ 0.10065344  0.14834222  0.13315572 ...  0.12272918 -0.01161328
  0.06065051]"
4614,vclaim-sno-fbi-arrest-warrant-obama,[0.08364474 0.1246509  0.10710732 ... 0.         0.         0.        ]
4615,vclaim-sno-fbi-director-james-comeys-trump-sign,[0.06088497 0.12558939 0.08733697 ... 0.09881227 0.         0.14639075]
4616,vclaim-sno-fbi-files-prove-adolf-hitler-escaped-to-argentina,"[ 0.09251276  0.10372157  0.12336265 ... -0.03926747 -0.03814262
  0.00593712]"
4617,vclaim-sno-fbi-illegal-websites-scam,"[ 0.08600376  0.07054936  0.09493302 ...  0.01553267 -0.03814262
  0.01715779]"
4618,vclaim-sno-fbi-illegal-wiretap-trump-apology,"[ 0.03705068  0.17292547  0.05540249 ... -0.02968557 -0.01430666
  0.18435015]"
4619,vclaim-sno-fbi-prince-andrew-twitter,"[ 0.11465634  0.1162637   0.12532239 ...  0.08323271 -0.03814262
  0.15687293]"
4620,vclaim-sno-fbi-raid-retirement-home,"[ 0.07589345  0.03195709  0.09332779 ...  0.02717477 -0.03814262
 -0.02892261]"
4621,vclaim-sno-fbi-raids-cdc-vaccine-data,"[ 0.11227013  0.08172835  0.137253   ...  0.03624814  0.06050669
 -0.00283353]"
4622,vclaim-sno-fbi-report-kavanaugh-allegations-not-true,"[ 0.07700361  0.14133096  0.05077631 ... -0.03926747  0.06934095
  0.15865093]"
4623,vclaim-sno-fbi-revealed-the-most-dangerous-zodiac-signs,[0.06789666 0.1634806  0.11549813 ... 0.04682419 0.05705089 0.02919568]
4624,vclaim-sno-fbi-schiff-epstein-emails,"[ 0.09881371  0.16775317  0.11190655 ...  0.02722855 -0.00903897
  0.15775257]"
4625,vclaim-sno-fbi-seizes-3000-penises-raid-morgue-employees-home,"[ 0.09381932  0.10762408  0.08041859 ...  0.07990861 -0.03814262
 -0.02892261]"
4626,vclaim-sno-fbi-smart-tv,"[ 0.07693923  0.04254799  0.07317579 ...  0.11676684 -0.01523903
  0.0218838 ]"
4627,vclaim-sno-fbi-spills-water-iphone,"[ 0.05022943  0.11002719  0.07140453 ...  0.01196789  0.08602513
 -0.01150163]"
4628,vclaim-sno-fbi-trump-biden-bus,"[ 0.08492801  0.13345751  0.12597343 ...  0.0601026  -0.03075968
  0.1227527 ]"
4629,vclaim-sno-fbi-warned-about-white-supremacists,"[ 0.11017795  0.18234235  0.12626138 ...  0.03096618 -0.03554284
  0.00134791]"
4630,vclaim-sno-fbi-warned-florida-shooter,"[ 0.10944638  0.07064936  0.15934171 ...  0.00766266 -0.03814262
  0.03169369]"
4631,vclaim-sno-fbi-warning-to-all-americans-about-poisoned-produce,[0.08364474 0.12064705 0.12256911 ... 0.09400246 0.01324228 0.0252028 ]
4632,vclaim-sno-fbi-wasserman-schultz-home,"[ 0.12179593  0.1490546   0.13932852 ... -0.00141765 -0.03476823
  0.10377557]"
4633,vclaim-sno-fda-banning-e-juice,[0.04560686 0.07696301 0.05108959 ... 0.01453384 0.03000184 0.00331146]
4634,vclaim-sno-fda-classified-walnuts-drugs,"[ 0.04139528  0.15037587  0.06231922 ... -0.00386099  0.0425434
  0.02859276]"
4635,vclaim-sno-fda-food-inspections-government-shutdown,"[ 0.08788762  0.10747963  0.0914533  ...  0.06958425  0.02092556
 -0.02892261]"
4636,vclaim-sno-fda-frosted-flakes-are-healthier-than-avocados,"[ 0.0479933   0.12081864  0.07504126 ...  0.17918453 -0.02088712
  0.04375282]"
4637,vclaim-sno-fda-homeless-shelter-donations,"[ 0.08030967  0.1993484   0.14806797 ...  0.17870463 -0.01258158
  0.0985577 ]"
4638,vclaim-sno-fda-outlaws-cbd-oils,"[ 0.08788762  0.12183336  0.09613146 ...  0.05425259 -0.00510942
  0.03297704]"
4639,vclaim-sno-fda-packaging-change,[0.12996918 0.20694304 0.03634304 ... 0.10048489 0.03150628 0.1170286 ]
4640,vclaim-sno-fdic-you-later,"[ 0.04160102  0.13550504  0.04817913 ...  0.0475886  -0.03814262
 -0.01922181]"
4641,vclaim-sno-fdic-you,[0.02117932 0.04055524 0.03955424 ... 0.         0.         0.        ]
4642,vclaim-sno-fdny-health-fund,"[ 0.03086268  0.08921778  0.07490978 ...  0.0409806  -0.02834047
  0.05373425]"
4643,vclaim-sno-fear-factor,"[ 0.10672386  0.17563291  0.08603788 ...  0.10682331 -0.02106318
  0.01521231]"
4644,vclaim-sno-fear-of-a-black-thursday,"[ 0.07939833  0.11560836 -0.01805971 ...  0.06276184 -0.02250841
  0.02702967]"
4645,vclaim-sno-feast-of-friends,"[ 0.10101211  0.12179475  0.060869   ...  0.09392981 -0.03814262
  0.08056677]"
4646,vclaim-sno-febreze-contains-peanut-oil,"[ 0.09127671  0.10937617  0.09905559 ...  0.12481221 -0.00088277
  0.13989435]"
4647,vclaim-sno-feces-of-death,[0.09080569 0.03437979 0.08811275 ... 0.         0.01237416 0.        ]
4648,vclaim-sno-feckless-foreign-follies,[0.07985732 0.03695472 0.07507216 ... 0.         0.         0.        ]
4649,vclaim-sno-federal-benefit-payments,"[ 0.08936642  0.07412876  0.0931256  ... -0.02089687 -0.01499262
  0.04324526]"
4650,vclaim-sno-federal-food-box-credit-trump,[0.03705068 0.23208107 0.02788213 ... 0.16072287 0.01096444 0.17712125]
4651,vclaim-sno-federal-government-cancel-nike-contract,[0.1556953  0.13602732 0.20131634 ... 0.04012057 0.         0.01538546]
4652,vclaim-sno-federal-government-workers-30-days,"[ 0.0613149   0.13303371  0.04795319 ...  0.07868037 -0.03814262
 -0.02892261]"
4653,vclaim-sno-federal-holiday-christmas-eve,"[ 0.04358261  0.16734782  0.01622355 ...  0.06943574 -0.03814262
  0.17300098]"
4654,vclaim-sno-federal-judge-chris-tomlin,"[ 0.07891016  0.09829701  0.04916029 ...  0.07245192 -0.03814262
  0.15566261]"
4655,vclaim-sno-federal-judge-nullify-pa-election-results-wide-scale-voter-fraud,"[ 0.08349942  0.09829701  0.10535613 ...  0.02520344 -0.00755783
  0.1256916 ]"
4656,vclaim-sno-federal-judge-rule-police-can-legally-shoot-kill-dogs,"[ 0.03020147  0.08912104  0.05888536 ...  0.03440076 -0.03814262
 -0.02892261]"
4657,vclaim-sno-federal-rent-checks,[0.09473579 0.0454737  0.09215761 ... 0.12248561 0.05499154 0.05709811]
4658,vclaim-sno-federal-troops-tear-gas-yankees,"[ 0.085673    0.12627031  0.09139971 ...  0.00897198 -0.03814262
  0.20187446]"
4659,vclaim-sno-fedex-text-message-scam,[0.07416372 0.11824127 0.06433979 ... 0.02595216 0.03472034 0.03405105]
4660,vclaim-sno-feds-nancy-pelosi-raid,"[ 0.0613299   0.10419739  0.07570009 ...  0.08789426 -0.00626141
  0.12873815]"
4661,vclaim-sno-feds-tracking-support-audit-donald-trump,[0.0450132  0.13698237 0.0341145  ... 0.01301756 0.03862448 0.190427  ]
4662,vclaim-sno-feds-unmarked-vans-portland,[0.0999096  0.18861648 0.16066405 ... 0.03051884 0.         0.15342963]
4663,vclaim-sno-feeding-the-eagles,"[ 0.10352996  0.07947872  0.12912327 ...  0.04430038 -0.03814262
  0.11028122]"
4664,vclaim-sno-feign-reaction,"[ 0.0488295   0.04881796  0.07688047 ... -0.00057899 -0.00860003
  0.08229721]"
4665,vclaim-sno-feinstein-blum-usps,"[ 0.04384571  0.12366157  0.05430358 ...  0.05257573 -0.03123485
  0.10774011]"
4666,vclaim-sno-feinstein-chinese-spy,"[ 0.0640189   0.19295894  0.08268417 ... -0.0245899   0.03296493
  0.07899733]"
4667,vclaim-sno-feinstein-veterans-firearms,"[ 0.03693508  0.0668566   0.09334627 ...  0.04588956 -0.03814262
  0.06067813]"
4668,vclaim-sno-feldkamp-plane-crash,"[1.9345229e-02 1.2897560e-01 9.9828817e-02 ... 3.2023516e-02 8.7901091e-05
 9.2420345e-03]"
4669,vclaim-sno-feliz-navidad-white-house,"[ 0.06864747  0.10787346  0.04094671 ...  0.08152024 -0.03814262
  0.1294355 ]"
4670,vclaim-sno-felons-voting-rights-virginia,"[ 0.02747933  0.11733492  0.05671016 ...  0.0841637  -0.03814262
  0.15454412]"
4671,vclaim-sno-felons-with-benefits,[0.06914718 0.1107646  0.09218913 ... 0.06961767 0.00220858 0.16782884]
4672,vclaim-sno-fema-barges-hawaii-volcano,"[ 0.07694506  0.18326835  0.09999199 ... -0.02301922 -0.03814262
 -0.02892261]"
4673,vclaim-sno-fema-drill-disrupting-california-primary,"[ 0.01889574  0.1669953   0.14725949 ...  0.04135454 -0.03739934
  0.06668458]"
4674,vclaim-sno-fema-field-inspectors,[0.07410789 0.12061531 0.07347237 ... 0.09891219 0.         0.04519876]
4675,vclaim-sno-fema-harvey-vaccines,[0.04635966 0.09792184 0.08736945 ... 0.03215268 0.         0.06032563]
4676,vclaim-sno-fema-hazard-pay-covid-19,"[ 0.02318487  0.1669953   0.09187418 ...  0.0270829  -0.01788625
 -0.01165372]"
