,ver_claim_ids,ver_claim_encodings
2986,vclaim-sno-covid-19-trump-tulsa-rally-june,"[-0.01766682  0.01884011 -0.00121067 ...  0.02664035  0.02944901
  0.05069762]"
2987,vclaim-sno-covid-19-vaccine-herpes,"[ 0.04593552  0.005978   -0.01561803 ... -0.01926739 -0.00674516
  0.02017736]"
2988,vclaim-sno-covid-19-vaccine-vape,"[ 0.04760451  0.05708631 -0.00495242 ... -0.0083862   0.03448386
  0.00279676]"
2989,vclaim-sno-covid-5g-chip-diagram,"[ 0.01087793  0.02228575 -0.03902044 ...  0.01877668 -0.02543398
 -0.01932968]"
2990,vclaim-sno-covid-app-tracker,"[-0.02506567 -0.03545336 -0.0011822  ... -0.05677373  0.03025987
  0.02173073]"
2991,vclaim-sno-covid-certificate-vaccination-id,"[-0.02155818 -0.00983981 -0.04124633 ... -0.04419443  0.03267494
  0.0455233 ]"
2992,vclaim-sno-covid-deaths-4-comorbidities,"[-0.03961699  0.03920885 -0.05311979 ...  0.03101051 -0.01555539
  0.04768618]"
2993,vclaim-sno-covid-detecting-microchip,"[ 0.04369883 -0.01804537 -0.05375155 ...  0.0050333   0.0321606
  0.042067  ]"
2994,vclaim-sno-covid-detention-camps-new-york,"[ 0.01894177  0.02812381  0.02702807 ... -0.0147855   0.03956212
  0.05102023]"
2995,vclaim-sno-covid-flu-tamiflu,"[ 0.00055909  0.03710888 -0.04993389 ... -0.03680105 -0.05029006
  0.0495996 ]"
2996,vclaim-sno-covid-good-news-list-accurate,"[ 0.05654199 -0.02000547 -0.05615475 ... -0.04789886 -0.03337217
  0.05914817]"
2997,vclaim-sno-covid-nyc-tokyo,"[-0.00159943  0.03105986  0.00201915 ... -0.01320505  0.01638683
  0.05135381]"
2998,vclaim-sno-covid-over-joker,"[ 0.01982539  0.06208145 -0.0422169  ...  0.01106386 -0.00185423
 -0.02605312]"
2999,vclaim-sno-covid-relief-funds-us-uk,"[ 0.01292762 -0.06672244 -0.03196835 ... -0.04293703 -0.01482126
  0.0545926 ]"
3000,vclaim-sno-covid-result-holiday-gatherings,"[-0.02532991 -0.01738001 -0.05532427 ... -0.05869404  0.04446652
 -0.00172406]"
3001,vclaim-sno-covid-stimulus-check,"[ 0.04519269  0.0310552  -0.03357984 ...  0.01609261 -0.03006847
 -0.03495387]"
3002,vclaim-sno-covid-surcharge-restaurant,"[ 0.0285491  -0.0063009   0.01640992 ...  0.05210132 -0.01329529
 -0.00300031]"
3003,vclaim-sno-covid-vaccine-aborted-fetal-cells,"[ 0.03760026  0.05619856 -0.02343604 ...  0.00243179  0.05449863
 -0.00436035]"
3004,vclaim-sno-covid-vaccine-bells-palsy,"[ 0.0319975   0.05254086 -0.02331358 ...  0.02954265  0.02905602
  0.02301589]"
3005,vclaim-sno-covid-vaccine-female-sterilization,[0.05297303 0.04539651 0.00964762 ... 0.01877337 0.03970459 0.02462089]
3006,vclaim-sno-covid-vaccine-funded-by-trump,"[ 0.01743918  0.02211493 -0.03189037 ... -0.0018598   0.02953179
  0.02284352]"
3007,vclaim-sno-covid-vaccine-life-insurance,"[ 0.02970023  0.04937479 -0.02975412 ... -0.02881898  0.03960367
 -0.0026132 ]"
3008,vclaim-sno-covid-vaccine-omar-calls-out-aoc,"[ 0.02923309  0.03000971 -0.02466312 ... -0.01980582 -0.0006851
  0.02469012]"
3009,vclaim-sno-covid-vaccine-penis-injection,"[ 0.04800826  0.00670476 -0.01180075 ... -0.01635781 -0.03384699
  0.01646381]"
3010,vclaim-sno-covid-vaccine-throw-away,"[ 0.02416823  0.05476732 -0.05413061 ...  0.0009198   0.01534843
  0.01326044]"
3011,vclaim-sno-covid-vaccine-unprotected-sex,"[ 0.03680552  0.03847864 -0.02362381 ...  0.00332724  0.03186844
  0.03626347]"
3012,vclaim-sno-covid-vax-false-hiv,"[ 0.03920446  0.03656876 -0.05751709 ...  0.00434144  0.03314071
  0.03305339]"
3013,vclaim-sno-covid19-gas-pump-handles,"[ 0.03971566 -0.04044637 -0.01630734 ... -0.03679664  0.02770369
 -0.02890142]"
3014,vclaim-sno-covid19-railroad-tankcar,"[ 0.0108629  -0.01752034  0.02872501 ...  0.01580201 -0.01635369
 -0.03046726]"
3015,vclaim-sno-covid19-two-deaths,"[-0.0411405   0.00790202  0.0087124  ... -0.01830113 -0.0137702
 -0.00999746]"
3016,vclaim-sno-covid19-vaccination-cannibalism,"[ 0.01780619 -0.00691857  0.0107746  ...  0.01052781 -0.00074358
  0.022825  ]"
3017,vclaim-sno-covington-catholic-black-paint,"[ 0.01615074 -0.05027038  0.05021491 ...  0.00547879  0.0524448
 -0.03815151]"
3018,vclaim-sno-cow-blood-chocolate-milk,"[ 0.02623471  0.01185933 -0.04328457 ... -0.02201123  0.01565663
 -0.04032225]"
3019,vclaim-sno-cow-check,"[-0.03601164 -0.05227596  0.0490366  ...  0.01808928 -0.01970469
 -0.02991152]"
3020,vclaim-sno-cow-eyeballs-in-dui,"[-0.02205777 -0.02093127  0.0545529  ...  0.0299901   0.00744277
 -0.03006204]"
3021,vclaim-sno-cow-on-hood-car,"[-0.03667969 -0.01081958  0.02637871 ... -0.00725388 -0.0011063
  0.00860272]"
3022,vclaim-sno-cow-photo-optical-illusion,"[-0.0232914  -0.03968004  0.04844298 ... -0.0055573   0.03034748
 -0.04107481]"
3023,vclaim-sno-cow-tao,"[-0.00400016 -0.03898669  0.0201285  ...  0.03204948  0.02076836
  0.04914606]"
3024,vclaim-sno-coyote-given-bath-mistaken-dog,"[ 0.02357746  0.00089169  0.02934045 ...  0.02703819  0.02195379
 -0.00977148]"
3025,vclaim-sno-cpac-national-anthem-real,"[ 0.03044711  0.01508533  0.00410363 ...  0.03585029  0.03153956
 -0.05329045]"
3026,vclaim-sno-cpac-stage-nazi-symbol,"[ 0.00585214 -0.05460149  0.00290913 ... -0.0074616   0.02210081
 -0.00749102]"
3027,vclaim-sno-cpr-annie,"[-0.04965224  0.04766518  0.04176731 ...  0.02715009  0.04943872
 -0.02311809]"
3028,vclaim-sno-crab-cake-oreos-real,"[ 0.0571462  -0.06662638  0.03180041 ... -0.02687358 -0.00608756
 -0.04237143]"
3029,vclaim-sno-crabzilla,"[ 0.02062427 -0.01862893 -0.02238048 ... -0.00270312 -0.00886578
  0.03049935]"
3030,vclaim-sno-cracked-thin-mints,"[ 0.05636114 -0.03897727 -0.01331276 ... -0.02765013 -0.00249029
 -0.03414464]"
3031,vclaim-sno-cracker-barrel-whips,"[-0.00868719 -0.0497743   0.0224608  ... -0.01943859 -0.03994075
 -0.05057203]"
3032,vclaim-sno-cracker-dog,"[ 0.005918   -0.01579351  0.06498342 ...  0.05063622  0.01099838
 -0.04016666]"
3033,vclaim-sno-cracking-knuckles-arthritis,"[-0.02970702 -0.02793016 -0.03135831 ...  0.01373842 -0.02693326
 -0.03694446]"
3034,vclaim-sno-cradle-of-clouds-photo,"[ 0.02676773 -0.00967308  0.05064998 ... -0.05194891  0.03616573
 -0.0220215 ]"
3035,vclaim-sno-craigslist-ad-linestanders-trump-rally,"[-0.01383565 -0.00087935  0.01603958 ...  0.03025656 -0.01406744
  0.01226527]"
3036,vclaim-sno-craigslist-ad-seeks-trump-actors,"[ 0.01086549 -0.01948554  0.03924436 ...  0.0364311  -0.00290977
  0.03610188]"
3037,vclaim-sno-craigslist-ad-trump-rally,"[-0.01857688 -0.00851764  0.02946651 ...  0.00960333  0.01467782
  0.0329439 ]"
3038,vclaim-sno-craigslist-minority-actors-trump-tulsa,"[-0.00410899 -0.03143511  0.03176575 ...  0.0213788  -0.00639675
  0.04445014]"
3039,vclaim-sno-crash-and-burn,"[ 0.03697682 -0.04872215 -0.02871288 ... -0.04135181  0.03917523
 -0.01813035]"
3040,vclaim-sno-crash-course-2,"[-0.04962258 -0.03342858 -0.01987965 ... -0.01085972  0.01429296
 -0.00031508]"
3041,vclaim-sno-crash-position,"[-0.0085148  -0.04531177  0.04799562 ...  0.03945423  0.00369498
  0.00880155]"
3042,vclaim-sno-crash-register,"[-0.0008307  -0.04553481 -0.0160978  ...  0.03982991  0.0304692
 -0.02365289]"
3043,vclaim-sno-crass-transportation,"[ 0.02627037 -0.0419758   0.03331853 ...  0.02306139 -0.0244368
  0.01754363]"
3044,vclaim-sno-crayola-bathtub-fingerpaint-soap-warning,"[ 0.05147405 -0.03434894  0.010843   ...  0.0500326   0.02128335
 -0.05607516]"
3045,vclaim-sno-crayola-nipsey-blue-crayon,"[ 0.00126599 -0.04689629  0.00085551 ... -0.01710337 -0.00241917
 -0.03519021]"
3046,vclaim-sno-crayola-retire-dandelion-crayon,"[ 0.02291018 -0.01406144 -0.03562125 ...  0.00921127  0.04933095
 -0.02611076]"
3047,vclaim-sno-crayon-candle,"[ 0.01590269 -0.056229   -0.00449018 ...  0.00479786  0.03014455
 -0.03280481]"
3048,vclaim-sno-cream-filled-donuts,"[ 0.04797145 -0.00375993 -0.03408373 ...  0.05687853  0.02695065
 -0.04571595]"
3049,vclaim-sno-cream-of-tartar-migraine-headaches,"[ 0.00347497  0.00431834 -0.00973508 ... -0.01526172 -0.03166939
  0.01069239]"
3050,vclaim-sno-creature-in-portugal-desert,"[ 0.03947747  0.00857886 -0.00431556 ...  0.01629746  0.02658928
 -0.03025998]"
3051,vclaim-sno-creatures-tsunami-japan,"[ 0.05654328  0.01420264  0.0191936  ... -0.03916657 -0.00764103
  0.00825915]"
3052,vclaim-sno-credit-card-scams,"[ 0.03350315 -0.03463749 -0.04128396 ... -0.00030644 -0.02750288
 -0.00423377]"
3053,vclaim-sno-credit-carded-immigrants,"[ 0.00279637 -0.04182439 -0.04578708 ...  0.00739814  0.00602195
 -0.0214101 ]"
3054,vclaim-sno-credit-where-credit-is-due,"[-0.02237319  0.02463938 -0.05337934 ...  0.048031   -0.04040193
 -0.03942657]"
3055,vclaim-sno-creepy-abandoned-train-tunnel,"[-0.00640656 -0.04379241 -0.0008028  ... -0.03329139  0.0063329
 -0.06070723]"
3056,vclaim-sno-creepy-bus-chloe-jones,[0.06267823 0.00100133 0.04152037 ... 0.04842318 0.02150036 0.02933176]
3057,vclaim-sno-creepy-clown-haunted-house-massacre,"[ 0.00769834  0.00135044  0.06035058 ...  0.04221928  0.03782266
 -0.03985203]"
3058,vclaim-sno-creepy-clowns-halloween-night-purge,"[ 0.0207049  -0.03445433 -0.00200962 ...  0.0206621   0.02260486
  0.04571796]"
3059,vclaim-sno-creepy-gnome-video,"[ 0.05634779  0.02920212  0.03634084 ...  0.0140582  -0.01326125
  0.05484593]"
3060,vclaim-sno-creepy-mickey-mouse-costumes,"[-0.01499081 -0.03105032  0.00200866 ... -0.05333079  0.00650749
 -0.01838427]"
3061,vclaim-sno-creepy-shrine-to-missing-persons-in-new-york-woods,"[ 0.03681384 -0.02485807  0.04855172 ...  0.02731864  0.0519921
 -0.00031175]"
3062,vclaim-sno-creflo-dollar-debuts-new-pulpit-made-entirely-of-hundred-dollar-bills,"[ 0.03974048  0.04524725 -0.01199127 ...  0.01629014 -0.04145465
 -0.02111627]"
3063,vclaim-sno-creflo-dollar-endorses-trump,"[-0.0308599  -0.01812185  0.04235766 ...  0.00825072  0.00295772
 -0.00108009]"
3064,vclaim-sno-cremainlining,"[-0.01079626  0.00356647 -0.02633042 ...  0.02696028  0.01889995
 -0.06082099]"
3065,vclaim-sno-cremated-by-mistake,"[-0.01774177 -0.00042292  0.00844455 ...  0.05094622  0.04329745
 -0.00807016]"
3066,vclaim-sno-cress-wifi-experiment,"[ 0.03932215  0.02408519 -0.02466826 ...  0.00685054 -0.01826141
 -0.03055578]"
3067,vclaim-sno-crew-cut,"[ 0.04147864  0.02429602 -0.01765944 ...  0.05924788  0.02275804
 -0.03368507]"
3068,vclaim-sno-crew-of-air-force-one-refuses-to-fly-obama-6000-miles-just-to-play-golf,"[-0.03447302  0.04689193  0.009407   ...  0.01711174 -0.0036828
 -0.00275817]"
3069,vclaim-sno-crime-rates-democrats-vote,"[-0.03788347 -0.03027582 -0.04254733 ...  0.00941656 -0.02207943
  0.04525845]"
3070,vclaim-sno-crime-ring,"[-0.00232261 -0.00533003  0.02263801 ... -0.00775792  0.04019635
 -0.00293227]"
3071,vclaim-sno-crime-sweden-part-ii-refugee-men-overrepresented-swedish-crime,"[ 0.00420852 -0.04439371 -0.01869537 ...  0.05769425  0.00335129
  0.06055897]"
3072,vclaim-sno-crime-sweden-rape-capital-europe,"[ 0.01276423 -0.02790146 -0.03261185 ...  0.03346787 -0.02229143
  0.03828117]"
3073,vclaim-sno-criminal-aliens-gang-members,"[ 0.01449991  0.02035957 -0.02442979 ...  0.03959638 -0.00431014
  0.03242872]"
3074,vclaim-sno-criminal-discovery,"[ 0.0099883  -0.00344217  0.01043309 ...  0.04973861  0.03164157
 -0.01112235]"
3075,vclaim-sno-criminals-using-plastic-bottles-carjack,"[-0.00883334 -0.02235414  0.04103874 ... -0.01267723 -0.02535867
 -0.06045811]"
3076,vclaim-sno-crips,"[ 0.04861819  0.01109786 -0.0235573  ...  0.02403652 -0.02205626
  0.01640209]"
3077,vclaim-sno-crisis-actor-mother-three-shootings,"[-0.04479346  0.03372733  0.02256616 ... -0.00490631  0.04173376
 -0.02911074]"
3078,vclaim-sno-crisis-text-line-741741,"[ 0.03058607 -0.01155097 -0.0248093  ...  0.02168835  0.00668454
 -0.01550366]"
3079,vclaim-sno-cristhian-rivera-gofundme,"[-0.00218967  0.03445094  0.04956446 ...  0.01377079  0.01202547
 -0.04418389]"
3080,vclaim-sno-cristina-higgins-coronavirus-post,"[ 0.01593306  0.01424111 -0.00959308 ...  0.00827856 -0.01656429
  0.02479025]"
3081,vclaim-sno-critical-mass,"[ 0.04454549  0.02898506  0.00491374 ...  0.01250048  0.02880611
 -0.0334056 ]"
3082,vclaim-sno-critter-fritter,"[ 0.01864098  0.03435105 -0.02197741 ...  0.05682401  0.02047495
 -0.00973754]"
3083,vclaim-sno-croatian-president-bikini,"[-0.00013308 -0.03580393 -0.02411441 ... -0.03186317  0.03081382
  0.05114833]"
3084,vclaim-sno-crocobile,"[ 0.04764279  0.00343406 -0.01952397 ...  0.01430509 -0.00887179
 -0.03622963]"
3085,vclaim-sno-crocodile,"[ 0.02866824 -0.04331984  0.01873475 ...  0.00191638  0.00723527
 -0.00543255]"
3086,vclaim-sno-crook-county,"[-0.01329987  0.00163333 -0.03106203 ...  0.02513458 -0.01181404
  0.00398569]"
3087,vclaim-sno-cross-ayed,"[-0.03136256 -0.04376405  0.02648422 ...  0.0500501   0.01510909
  0.03336074]"
3088,vclaim-sno-cross-erected-capitol-building,"[-0.00943257 -0.0020765   0.05461335 ... -0.01467216  0.02655162
  0.03808965]"
3089,vclaim-sno-cross-honor-fallen-firefighters,"[ 0.03548161 -0.0256907   0.00101703 ...  0.02950056  0.0525277
 -0.03585032]"
3090,vclaim-sno-crossbreeding-humans-with-animals-approved-in-the-united-states,"[ 0.01678293 -0.01021697 -0.03326814 ... -0.01580907 -0.00455916
  0.01702489]"
3091,vclaim-sno-crosseyed-man-strangles-girlfriend,"[-0.00913288  0.01224506  0.03091177 ...  0.04544613  0.03912599
 -0.01232024]"
3092,vclaim-sno-crow-rides-eagle,"[-0.05041575 -0.00242186  0.03130842 ... -0.01724272  0.00874583
  0.00610156]"
3093,vclaim-sno-crowd-at-trump-july-4-event,"[-0.03643734 -0.0401104   0.02672154 ... -0.02174892  0.05898728
  0.02429997]"
3094,vclaim-sno-crowd-yelling-trump-family,"[ 0.03018792  0.00779023  0.06505913 ... -0.01605929  0.01826316
  0.01189995]"
3095,vclaim-sno-crowded-train-station-ukraine,"[ 0.00338603 -0.05470356 -0.00776023 ... -0.0369954   0.05287496
  0.02074322]"
3096,vclaim-sno-crowds-on-demand,"[ 0.02081244 -0.03113211  0.04750967 ...  0.02663829  0.03435807
 -0.02412017]"
3097,vclaim-sno-crown-jewels,"[-0.05957735 -0.04990131 -0.02299189 ... -0.01890867  0.02061344
 -0.00883608]"
3098,vclaim-sno-cruise-ship-dumps-waste,"[ 0.05894849 -0.04177768  0.02807203 ...  0.05681324  0.03548733
 -0.00983719]"
3099,vclaim-sno-cruise-ship-lawsuit,"[ 0.03155535 -0.00950501  0.00523481 ...  0.00089902  0.01302354
 -0.03671473]"
3100,vclaim-sno-cruise-ship-pizza-warning,"[ 0.06505979 -0.0425838   0.037784   ...  0.04620235  0.00583395
  0.0090512 ]"
3101,vclaim-sno-cruise-ships-foreign-flags,"[ 0.05036591 -0.01461767 -0.05667266 ...  0.0296684   0.00734282
  0.05363492]"
3102,vclaim-sno-cruise-your-daddy,"[ 0.0134819   0.00464123 -0.00787148 ... -0.01697538 -0.01817775
 -0.00853013]"
3103,vclaim-sno-crushin-roulette,"[ 0.01384206 -0.04424839  0.02710617 ...  0.03359513 -0.00231532
 -0.0294304 ]"
3104,vclaim-sno-cruz-beyonce-deport-tweet,"[ 0.02528841  0.04171946 -0.01276855 ...  0.00485408  0.03774552
 -0.00940115]"
3105,vclaim-sno-cruz-castro-fake-photo,"[ 0.01890155  0.06080339 -0.04482299 ... -0.03119657  0.03750516
  0.03576281]"
3106,vclaim-sno-cruz-churchgoers-looters,"[-0.00921437  0.03469963  0.01461813 ...  0.02562584  0.03267057
 -0.03263079]"
3107,vclaim-sno-cruz-control-2,"[ 0.03766455  0.0570488   0.04573482 ... -0.02619202  0.03210121
  0.01913957]"
3108,vclaim-sno-cruz-control,"[-0.02444791  0.05016313  0.04202431 ...  0.0336743   0.05618569
  0.01687262]"
3109,vclaim-sno-cruz-cookies,"[ 0.04128876  0.04627724  0.02488416 ...  0.00339941  0.01805611
 -0.00725726]"
3110,vclaim-sno-cruz-no-gays-america,"[ 0.029127    0.05407318  0.00214776 ... -0.03038581  0.02245539
  0.0428752 ]"
3111,vclaim-sno-cruz-skeptical-scalia-death,"[-0.02287566  0.06030998  0.00733559 ... -0.03692685  0.03991961
 -0.03937021]"
3112,vclaim-sno-cruzcare,"[ 0.01757332  0.05243823  0.00490241 ... -0.02430105  0.03699893
  0.02505116]"
3113,vclaim-sno-cry-baby,[0.00485982 0.03585235 0.03012052 ... 0.06068559 0.00934547 0.00048174]
3114,vclaim-sno-crystal-griner-steve-scalise,"[-0.00123983  0.01915302 -0.02384238 ...  0.04466629 -0.00132511
 -0.00493594]"
3115,vclaim-sno-crystal-methodist-church-sign,"[ 0.04557733 -0.04993135  0.05326837 ...  0.05212913  0.0644278
 -0.04430051]"
3116,vclaim-sno-crystal-pyramid,"[ 0.01425168  0.03118653  0.02442996 ... -0.04211352 -0.02747467
 -0.00639741]"
3117,vclaim-sno-cs-lewis-quote-1942,"[ 0.01889208  0.02439216  0.02622746 ...  0.05674471 -0.02438321
 -0.03410403]"
3118,vclaim-sno-cthulhu-rising,"[-0.01827759  0.01102742  0.05590107 ... -0.01141799  0.03061627
  0.03689454]"
3119,vclaim-sno-cuba-cancer-vaccine,"[ 0.05781961  0.04180139 -0.0563456  ... -0.01453438 -0.00704874
  0.04123241]"
3120,vclaim-sno-cuban-on-trump,"[-0.04914347 -0.01003195  0.01113527 ... -0.05396128 -0.03792102
 -0.03321568]"
3121,vclaim-sno-cuban-refugees-clinging-to-air-force-one,"[ 0.03323136  0.02485574 -0.02778139 ... -0.00446015 -0.01144261
  0.0135805 ]"
3122,vclaim-sno-cue-balls,"[-0.00353499 -0.01226291  0.00075485 ...  0.00533328  0.03440074
 -0.06175184]"
3123,vclaim-sno-cuff-linked,"[-0.04732819 -0.03359966 -0.00525365 ...  0.06082037  0.00743606
 -0.03085575]"
3124,vclaim-sno-cum-park-plaza-photo,"[ 0.02179635 -0.06249741  0.03109759 ...  0.02654413  0.03529047
  0.02434443]"
3125,vclaim-sno-cummings-obama-records-sealed,"[ 0.03848168  0.06362427 -0.03263567 ...  0.01547252  0.02783708
 -0.06008774]"
3126,vclaim-sno-cuomo-vaccine-bad-news-trump,"[ 0.01952344  0.04400762 -0.04713232 ... -0.00580041  0.00514154
  0.02591264]"
3127,vclaim-sno-cup-of-joe,"[ 0.02173293  0.02730733 -0.0190104  ... -0.03313579  0.00924322
 -0.05431503]"
3128,vclaim-sno-curb-your-enthusiasm-new-season,"[ 0.04219367  0.01718054 -0.00442689 ...  0.01064254 -0.04244025
  0.03972527]"
3129,vclaim-sno-currency-exchange-2,"[ 0.0018749   0.03095086 -0.0332487  ... -0.02116296  0.0036882
  0.01441914]"
3130,vclaim-sno-currency-exchange,"[ 0.02554813 -0.02606073 -0.03460684 ...  0.00413861 -0.02999325
  0.03873403]"
3131,vclaim-sno-curved-fingernails-health-problems,"[ 0.00312793 -0.03282448 -0.01622535 ...  0.02998139 -0.02736448
 -0.0331467 ]"
3132,vclaim-sno-customer-liability-for-chipped-card-emv-fraud,"[ 0.01279314 -0.027719   -0.04006747 ...  0.03392551 -0.01618055
 -0.00196778]"
3133,vclaim-sno-customs-agents-bus-citizenship,"[ 0.00414025 -0.04769084  0.04142428 ...  0.01640457  0.02939095
  0.04442715]"
3134,vclaim-sno-cut-homeless-people-in-half,"[ 0.01140485 -0.00318182  0.02834587 ...  0.00118316  0.04892597
  0.01903073]"
3135,vclaim-sno-cut-onions-contamination,"[-0.01697252 -0.01843272 -0.06223739 ... -0.00300311 -0.03282739
 -0.0516505 ]"
3136,vclaim-sno-cut-to-the-encore,"[ 0.04302433 -0.02422355 -0.02890944 ...  0.04226885 -0.05442277
 -0.0505239 ]"
3137,vclaim-sno-cv19-vaccine-patented,"[ 0.02543093  0.02718532 -0.03216014 ... -0.02809671  0.03837251
  0.01288765]"
3138,vclaim-sno-cvs-puerto-rican-drivers-license,"[-0.01086978  0.04661187 -0.02464477 ...  0.0515889   0.02960821
  0.0416142 ]"
3139,vclaim-sno-cvs-trump-2020-campaign,"[-0.01257963 -0.01190044 -0.01466861 ...  0.02094999  0.02880041
  0.02627462]"
3140,vclaim-sno-cvs,"[ 0.02271144  0.03862811  0.02296264 ...  0.0455985   0.01333335
 -0.0188073 ]"
3141,vclaim-sno-cyber-bully-pulpit,"[ 0.02742567  0.0526071  -0.03720587 ... -0.05298293  0.05574398
 -0.01249421]"
3142,vclaim-sno-cyber-monday,"[-0.03170279  0.01713237  0.00945496 ... -0.00976871 -0.00075835
  0.02532154]"
3143,vclaim-sno-cyberpunk-2077-refunds,"[ 0.01209154 -0.0211344  -0.04344433 ...  0.01806763 -0.04958953
 -0.03005705]"
3144,vclaim-sno-cyclops-shark,"[ 0.01259444  0.03504395  0.02843052 ... -0.01704925  0.0352566
 -0.00944088]"
3145,vclaim-sno-czechs-and-balances,"[ 0.00605821 -0.01879686 -0.01541309 ... -0.01554733  0.0301751
 -0.04694676]"
3146,vclaim-sno-d-day-prayer,"[ 0.02300067  0.05210427 -0.0282474  ...  0.03409357  0.05673974
 -0.04530241]"
3147,vclaim-sno-da-vinci-last-words,"[ 0.01391866 -0.01058214  0.00074314 ...  0.03176862  0.01945976
 -0.05785109]"
3148,vclaim-sno-daca-hermilo-moralez-joshua-wilkerson,"[-0.01492518  0.02866637 -0.00626845 ...  0.02497356  0.03856226
 -0.02928587]"
3149,vclaim-sno-dad-posted-picture-of-baby-holding-gun-on-facebook-just-before-she-shot-herself,"[-0.01161055  0.04959058  0.05113204 ...  0.05382002  0.01839102
 -0.02042093]"
3150,vclaim-sno-daddy-data-care,"[ 0.02430538  0.02389294  0.04085854 ...  0.05518662 -0.01149295
 -0.02818477]"
3151,vclaim-sno-daddy-it-hurts,"[ 0.02163551 -0.00443655  0.04214543 ...  0.04321695  0.05619982
 -0.06484532]"
3152,vclaim-sno-daddy-longlegs,"[ 0.01345259  0.03804906  0.00348295 ...  0.02374963 -0.01371614
  0.00214607]"
3153,vclaim-sno-daesh-of-our-lives,"[ 0.05956315 -0.00894754 -0.00080871 ...  0.04061079  0.03681229
 -0.00413835]"
3154,vclaim-sno-daily-stormer-whitefish-montana,"[-0.03819659 -0.00809463  0.06295161 ... -0.01694722  0.02288123
  0.00656241]"
3155,vclaim-sno-daisy-dog-rescued-911-survivors,"[-0.04323016  0.01009604  0.03252831 ...  0.00957351 -0.03848283
  0.03975637]"
3156,vclaim-sno-daith-piercing-migraines,"[ 0.01874586 -0.02054803  0.00984658 ...  0.01933183  0.01427169
 -0.0395609 ]"
3157,vclaim-sno-dakota-access-pipeline-continuing-despite-denied-easement,"[-0.01293684  0.01825657  0.04176769 ...  0.01782239 -0.02074115
 -0.04754464]"
3158,vclaim-sno-dakota-lamb,"[ 0.02215188 -0.00672603  0.03819907 ...  0.00104375  0.03939996
  0.00021734]"
3159,vclaim-sno-dakota-meyer-banned,"[ 0.00381381  0.03451973 -0.02491927 ...  0.00401948  0.03040545
 -0.03844445]"
3160,vclaim-sno-dalai-gun,"[ 0.00277894  0.03233826 -0.0031189  ... -0.02077225 -0.02486059
  0.04726371]"
3161,vclaim-sno-dalai-lama-trump-worse-than-hitler,"[-0.02927155  0.02188741  0.04427895 ... -0.00776058  0.01700343
  0.02090339]"
3162,vclaim-sno-dallas-copper-thieves,"[ 0.02186088 -0.03023409  0.0404717  ...  0.01596806 -0.00771015
 -0.04132769]"
3163,vclaim-sno-dallas-jones-voter-fraud,"[-0.04509867 -0.02470588  0.01012795 ...  0.01909734  0.05047504
  0.00871678]"
3164,vclaim-sno-dallas-shooter-jeffrey-harris-harris,"[-0.02360512 -0.00563449  0.05024509 ...  0.02510134 -0.0049689
 -0.04214185]"
3165,vclaim-sno-dalton-dingus,"[ 0.01131493  0.02640499  0.03603266 ...  0.02243151 -0.01208269
  0.00481499]"
3166,vclaim-sno-dalton-gang,"[ 0.00241444 -0.01183045  0.02642037 ... -0.01539707 -0.02123983
  0.05859477]"
3167,vclaim-sno-dammed-beavers,"[ 0.01751274 -0.01108832  0.03359525 ...  0.00350915  0.02437843
 -0.04510108]"
3168,vclaim-sno-dance-of-the-pope-virus-hoax,"[ 0.06455008  0.00604139 -0.03174568 ...  0.03169519  0.01185696
 -0.03430425]"
3169,vclaim-sno-dandelion-kills-cancer,"[ 0.00457344  0.01102311 -0.06085503 ... -0.04029303  0.03178448
 -0.00482705]"
3170,vclaim-sno-dandridge-drained-pool,"[ 0.03579117  0.0241056   0.03840818 ...  0.00933379  0.04112987
 -0.02700949]"
3171,vclaim-sno-dangerous-cosmic-gamma-rays,"[ 0.02548883 -0.03242345  0.0328145  ...  0.00819924  0.02960249
  0.0299459 ]"
3172,vclaim-sno-dangerous-waterspout-video,"[ 0.05686835 -0.0098252   0.05704672 ... -0.00185264 -0.02589199
  0.00434852]"
3173,vclaim-sno-dangers-dihydrogen-monoxide,"[ 0.0190309   0.00872389  0.04704013 ... -0.04582338  0.02368618
  0.0124564 ]"
3174,vclaim-sno-daniel-best-suicide-foul-play,"[-0.05255611  0.04976541 -0.02376903 ...  0.03172377 -0.02552988
 -0.0293887 ]"
3175,vclaim-sno-daniel-cameron-mcconnell,"[-0.0152921   0.00442956 -0.04901047 ...  0.0312879   0.04470604
 -0.05426306]"
3176,vclaim-sno-daniel-lara-mugged-vans,"[-0.00175531 -0.04777947  0.0535221  ... -0.03040782 -0.00444048
 -0.05044798]"
3177,vclaim-sno-daniel-radcliffe-coronavirus,"[-0.04663207 -0.00795792 -0.03603867 ... -0.01531334  0.0004512
 -0.01561804]"
3178,vclaim-sno-daniel-radcliffe-is-chinese,"[-0.00857651  0.00196316 -0.03562015 ... -0.02387513 -0.00740196
 -0.01268773]"
3179,vclaim-sno-daniel-somers,"[ 0.03152587  0.04792988  0.01200153 ...  0.05768186  0.00930548
 -0.02216231]"
3180,vclaim-sno-danita-marsh-petition,"[ 0.02287912  0.010688    0.01982034 ...  0.05917532 -0.01427205
 -0.01908655]"
