,input_claim_ids,used_words_and_synonyms
174,tweet-sno-174,"['r', 'i', 'o', 'privation', 'lack', 'need', 'wish', 'desire', 'want', 'igniter', 'lighter', 'barge', 'light', 'unaccented', 'clean', 'faint', 'abstemious', 'idle', 'easy', 'sentence', 'conviction', 'prison_term', 'people', 'citizenry', 'multitude', 'catch', 'get', 'hitch', 'capture', 'overtake', 'watch', 'trip_up', 'try', 'test', 'judge', 'sample', 'hear', 'try_on', 'trying', 'nerve-racking', 'articulation', 'union', 'join', 'connect', 'isis', 'directorate_for_inter-services_intelligence', '.', 'k', 'besides', 'married', 'marry', 'marital', 'brother', 'buddy', '&', 'bill', 'circular', 'poster', 'beak', 'charge', 'placard', 'increase', 'increased', 'punishment', 'penalty', 'female', 'genital', 'mutilation', '.', 'wrong', 'incorrect', 'improper', 'amiss', 'ill-timed', 'faulty', 'incorrectly', '.', 'shariah', 'law', 'jurisprudence', 'police', '&', 'united_states', 'uracil', 'uranium', 'u', 'fundamental_law', 'constitution', 'united_states_constitution', 'coexist', '.']"
175,tweet-sno-175,"['new', 'fresh', 'raw', 'newfangled', 'modern', 'newly', ',', 'muslim', 'congressman', 'i', ',', 'curse', 'affirm', 'swear', 'trust', 'putt', 'put', 'frame', 'invest', 'place', 'arrange', 'hand', 'hired_hand', 'handwriting', 'bridge_player', 'pass', 'q', 'pleading', 'plead', 'beseeching', 'lenience', 'indulgence', 'work_force', 'man', 'serviceman', 'homo', 'valet', 'world', 'accused', 'accuse', 'charge', 'joining', 'join', 'connect', 'isis', 'directorate_for_inter-services_intelligence', '.', '’', 'diverseness', 'diversity', 'best', 'outdo', 'better', 'good', 'full', 'estimable', 'beneficial', 'adept', 'dear', 'dependable', 'effective', 'well', '?', '!', 'a', 'say', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', '’', ',', 'racist', '.']"
176,tweet-sno-176,"['good', 'commodity', 'full', 'estimable', 'beneficial', 'adept', 'dear', 'dependable', 'effective', 'well', 'thoroughly', 'god', 'deity', 'idol', '!', 'i', 'o', ',', 'congressman', 'l', 'l', 'try', 'test', 'judge', 'sample', 'hear', 'try_on', 'tested', 'warn', ',', 'write', 'publish', 'compose', 'spell', 'letter', 'request', 'ask', 'necessitate', 'evaluator', 'evaluate', 'estimate', 'pronounce', '“', 'compassion', '”', 'isis', 'directorate_for_inter-services_intelligence', 'recruit', 'enroll', 'sentence', 'need', 'motivation', 'indigence', 'want', 'inevitably', 'vacate', 'leave_office', 'release', 'resign', '!']"
177,tweet-sno-177,"['mister', 'rock', 'stone', 'gem', 'pit', ',', 'time', 'clock_time', 'fourth_dimension', 'meter', 'prison_term', 'clock', 'student', 'scholar', 'george', 'washington', 'capital', 'university', ',', 'junior', 'scheduler', 'nixon', 'reelection', 'committee', '.', 'political_campaign', 'campaign', 'crusade', 'adjutant', 'aide', 'adviser', '.', 'nowhere', 'presidential', 'daily', 'casual', 'day_by_day', 'diary', '1', '1', 'name', 'appoint', 'mention', 'identify', 'list', 'diagnose', '“', 'r', '”', 'look', 'appear', '.', '2']"
178,tweet-sno-178,"['voter', 'fraud', 'imposter', 'alert', 'alarm', ':', 't', 'detect', 'learn', 'discover', 'fall_upon', 'unwrap', 'identify', 'ascertained', 'a', '9', 'person', 'individual', 'name', 'identified', 'displaced_person', 'n', 'citizen', 'match', 'equal', 'meet', 'pit', 'duplicate', 'coordinated', 'registration', 'adjustment', 'record', 'phonograph_record', 'criminal_record', 'read', 'commemorate', 'texas', ',', 'a', '5', 'vote', 'election', '.', 'illegal', 'right_to_vote', 'deprive', 'american', 'american_english', 'voice', 'articulation', 'spokesperson', 'part', '.']"
179,tweet-sno-179,"['5', 'n', 'vote', 'texas', ',', '9', 'n', 'register', 'file', 'record', 'read', 'cross-file', 'registered', 'right_to_vote', '.', 'numbers', 'numbers_pool', 'number', 'act', 'phone_number', 'numeral', 'issue', 'total', 'count', 'tip', 'gratuity', 'point', 'peak', 'topple', 'lean', 'tiptoe', 'tap', 'tip_off', 'iceberg', 'crisphead_lettuce', '.', 'state', 'country', 'nation', 'area', ',', 'particularly', 'specially', 'california', ',', 'voter', 'fraud', 'imposter', 'rampant', '.', 'must', 'mustiness', 'stop', 'discontinue', 'break', 'check', 'intercept', 'end', 'barricade', 'hold_on', 'stopped', '.', 'strong', 'potent', 'impregnable', 'solid', 'hard', 'firm', 'idaho', 'id', '!', 'f']"
180,tweet-sno-180,"['four', 'four-spot', 'people', 'citizenry', 'multitude', 'nevada', 'viciously', 'rob', 'overcharge', 'kill', 'stamp_out', 'toss_off', 'illegal', 'immigrant', 'state', 'country', 'nation', 'area', '.', 'twenty-six', 'boundary_line', 'margin', 'edge', 'molding', 'border', 'surround', 'bound', 'frame', 'drug', 'gang', 'crowd', 'associate', 'refer', 'relate', 'related', 'battle', 'fight', 'competitiveness', 'contend', 'crusade', '.', 'two', 'deuce', 'large', 'bombastic', 'big', 'boastfully', 'caravan', 'van', 'honduras', 'interrupt', 'break', 'transgress', 'break_in', 'violate', 'better', 'unwrap', 'fail', 'dampen', 'separate', 'demote', 'bankrupt', 'collapse', 'break_dance', 'pause', 'crack', 'fracture', 'broke', 'mexico', 'head', 'lead', 'steer', 'headed', 'manner', 'means', 'direction', 'way', 'room', '.', 'need', 'motivation', 'indigence', 'necessitate', 'want', 'powerful', 'knock-down', 'potent', 'brawny', 'herculean', 'mighty', 'wall', 'rampart', '!']"
181,tweet-sno-181,"['stopping_point', 'last', 'death', 'end', 'survive', 'concluding', 'final', 'year', 'class', 'boodle', 'lettuce', 'kill', 'stamp_out', 'toss_off', 'american', 'american_english', 'undocumented', 'immigrant', '’', 'good', 'commodity', 'full', 'estimable', 'beneficial', 'adept', 'dear', 'dependable', 'effective', 'well', 'thoroughly', 'thing', 'matter', '’', 'halt', 'stop', 'stem', 'crippled', 'halting', 'food', 'inspection', 'wall', 'rampart', '’', 'work', 'employment', 'study', 'workplace', 'oeuvre', 'function', 'exercise', 'make', 'bring', 'cultivate', 'influence', 'shape', 'knead', 'exploit', 'solve', 'ferment', 'sour', '.']"
182,tweet-sno-182,"['well', 'good', 'l', 'l', '!', '!', '!', '!', '!', '!', '!', '…', ',', 'still', 'hush', 'distillery', 'calm', 'inactive', 'silent', 'placid', 'however', 'even', 'about', 'around', 'approximately', 'round', '?', 'medium', 'culture_medium', 'metier', 'like', 'wish', 'alike', 'comparable', 'l', 'n', 'c', ',', 'washington', 'capital', 'post', 'military_post', 'position', 'mail', 'station', 'stake', 'e', '?', 's', 'h', 'f', 'black', 'total_darkness', 'blacken', 'bootleg', 'book', 'record', 'script', 'ledger', 'koran', 'bible', 'reserve']"
183,tweet-sno-183,"['chow', 'chuck', 'vomit', 's', 'one', 'matchless', 'h', 'f', '’', 'top', 'peak', 'acme', 'circus_tent', 'exceed', 'clear', 'lead', 'crown', 'client', 'customer', 'node', '.', 'expression', 'look', 'spirit', 'search', 'front', 'attend', 'expect', 'count', '.']"
184,tweet-sno-184,"['g', 'friday', 'show', 'display', 'appearance', 'prove', 'testify', 'picture', 'express', 'indicate', 'read', 'usher', 'discourse', 'hash_out', 'sexual', 'intimate', 'marauder', 'predator', 'congress', 'sexual_intercourse', '.', '’', 'forget', 's', 'h', 'f', '’', 'little', 'small', 'fiddling', 'short', 'black', 'total_darkness', 'blacken', 'bootleg', 'book', 'record', 'script', 'ledger', 'koran', 'bible', 'reserve', 'several', 'respective', 'times', 'multiplication', 'time', 'clock_time', 'fourth_dimension', 'meter', 'prison_term', 'clock']"
185,tweet-sno-185,"['c', ',', 'c', ',', 'c', '.', 's', 'money', 'worth', 'deserving', '?', 'h', 'f', '?', '#', 'a', '?', 'must', 'mustiness', 'know', 'acknowledge', 'sleep_together', '’', 'screw', 'cheat', '.', '#', 'm', '#', 'f', '#']"
186,tweet-sno-186,"['think', 'guess', 'estimate', 'chow', 'chuck', 'vomit', 's', '.', 'q', 'post', 'military_post', 'position', 'mail', 'station', 'stake', 'indicate', 'orient', 'charge', 'steer', 'bespeak', 'luff', 'point', 'target', 'sharpen', 'pointed', 'idea', 'mind', 'theme', 'h', 'h', '(', 'playboy', ')', 'secretly', 'central_intelligence_agency', '(', 'clown', ')', ',', 'working', 'work', 'function', 'exercise', 'make', 'bring', 'cultivate', 'influence', 'shape', 'knead', 'exploit', 'solve', 'ferment', 'sour', 'running', 'h', 'f', '(', 'hollywood', 'dame', 'madam', ')', ',', 'blackmail', 'member', 'extremity', 'penis', 'congress', 'sexual_intercourse', 'order', 'ordering', 'orderliness', 'decree', 'club', 'holy_order', 'regulate', 'ordain', 'arrange', 'rate', 'control', 'control_condition', 'dominance', 'restraint', 'command', 'operate', 'manipulate', 'see', 'master', '.', 's', '(', 'evil', 'malefic', ')', 'root', 'beginning', 'solution', 'ancestor', 'etymon', 'rout', 'settle', '.', 'child', 'traffic', '&', 'forfeit', 'sacrifice', 'involve', 'imply', 'necessitate', 'involved', 'byzantine']"
187,tweet-sno-187,"['s', '>', '>', 'h', 'f', '>', '>', 'chow', 'chuck', 'vomit', 's', '.', 'six', 'degree', 'academic_degree', 'a', '.', 'hanker', 'long', 'retentive', 'farseeing', 'h', 'f', 'become', 'family', 'name', 'appoint', 'mention', 'identify', 'list', 'diagnose', ',', 'affair', 'liaison', 'a', 'prostitute', ',', 'run', 'running', 'track', 'scat', 'operate', 'function', 'range', 'campaign', 'play', 'tend', 'prevail', 'carry', 'guide', 'ply', 'hunt', 'race', 'move', 'melt', 'ladder', 'linear', 'things', 'thing', 'matter', '—', 'babysitting', 'ring', 'hoop', 'closed_chain', 'gang', 'band', 'resound', 'call', 'surround', ',', 'demand', 'claim', 'exact', 'accurate', '.']"
188,tweet-sno-188,"['k', 'harris', 'eligible', 'president', 'president_of_the_united_states', '.', 'father', 'forefather', 'church_father', 'founder', 'don', 'beget', 'arrive', 'jamaica', '1', 'india', '1', 'neither', 'parent', 'rear', 'legal', 'resident', 'house_physician', 'nonmigratory', 'five', 'old_age', 'long_time', 'days', 'year', 'class', 'prior', 'anterior', '’', 'birth', 'parturition', 'parentage', 'give_birth', ',', 'requirement', 'necessity', 'prerequisite', 'naturalization', 'k', 'raise', 'grow', 'lift', 'arouse', 'enhance', 'promote', 'recruit', 'resurrect', 'raised', 'brocaded', 'canada']"
189,tweet-sno-189,"['american', 'american_english', '’', 'know', 'acknowledge', 'sleep_together', 'r', 'anchor', 'ground', 'prime', 'establish', 's', '“', 'north_atlantic_treaty_organization', '”', 'trip', 'slip', 'tripper', 'stumble', 'travel', ':', 'bruxelles', '(', 'europium', 'european_union', 'headquarters', ')', ',', 'egypt', 'egyptian_empire', '(', 'muslim', 'brotherhood', 'union', ')', ',', 'afghanistan', '(', '#', 'heroin', ')', '“', '”', 'p', '’', 'child', 'grandchild', 'besides', 'book', 'reserve', 'booked', ',', 'total', 'seven', 'congressman', 'ninety-three', 'family', 'class', 'kin', 'syndicate', 'member', 'extremity', 'penis', '#', 'f']"
190,tweet-sno-190,"['trump', 'cornet', 'outdo', 'citation', 'mention', 'reference', 'quote', 'adduce', 'summon', 's', 'a', 'example', 'model', 'exemplar', 'case', 'exercise', 'city', 'boundary_line', 'margin', 'edge', 'molding', 'border', 'surround', 'bound', 'frame', 'wall', 'rampart', 'work', 'function', 'make', 'bring', 'cultivate', 'influence', 'shape', 'knead', 'exploit', 'solve', 'ferment', 'sour', '.', '’', 'locate', 'situate', 'settle', 'located', 'one_hundred_fifty', 'mile', 'nautical_mile', 'sea_mile', 'north', 'union', 'mexico', '.']"
191,tweet-sno-191,"['trump', 'cornet', 'outdo', 'run', 'running', 'track', 'scat', 'operate', 'function', 'range', 'campaign', 'play', 'tend', 'prevail', 'carry', 'guide', 'ply', 'hunt', 'race', 'move', 'melt', 'ladder', 'linear', 'television', 'television_receiver', 'ad', 'ask', 'necessitate', 'people', 'citizenry', 'multitude', 'call', 'cry', 'birdcall', 'margin_call', 'call_option', 'name', 'shout', 'visit', 'address', 'bid', 'predict', '8', 'imperativeness', 'press', 'crush', 'wardrobe', 'urge', 'weigh', 'compress', 'crusade', 'iron', 'weight-lift', 'one', 'demand', 'requirement', 'need', 'p', 's', 'fund', 'store', 'investment_company', 'wall', 'rampart', '.', 'bury', 'immerse', 'forget', 'buried', 'end', 'goal', 'conclusion', ',', 'announcer', 'say', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', ',', '“', 'two', 'support', 'documentation', 'accompaniment', 'back', 'hold', 'confirm', 'subscribe', 'corroborate', 'defend', 'patronize', 'digest', 'financing', '.', 'friend', 'ally', 'acquaintance', 'supporter', ',', 'know', 'acknowledge', 'sleep_together', '.']"
192,tweet-sno-192,"['urine', 'peeing', 'make', 'work_force', 'man', 'serviceman', 'homo', 'valet', 'world', 'defend', 'fight', 'champion', 'maintain', 'freedom', 'exemption', 'universe', 'earth', 'populace', 'worldly_concern', 'global', 'gun', 'artillery', 'gunman', 'grease-gun', 'accelerator', '.', 'yet', 'so_far', 'even', 'however', 'semen', 'come', 'arrive', 'issue_forth', 'hail', 'fall', 'total', 'occur', 'derive', 'do', 'home', 'dwelling', 'home_plate', 'base', 'family', 'pantyhose', 'erosion', 'wear', 'break', 'tire', 'exhausting', 'politician', 'privation', 'lack', 'need', 'wish', 'desire', 'want', 'brand', 'shuffle', 'induce', 'cause', 'produce', 'draw', 'create', 'gain', 'form', 'reach', 'construct', 'name', 'have', 'lay_down', 'hold', 'take', 'stool', 'cook', 'seduce', 'defenseless', 'naked', 'thousand', 'arm', 'armed', 'jihadi', '.', 's', 'james', 'epistle_of_james', 'throng', 'jam', 'obstruct', '“', 'huffy', 'brainsick', 'delirious', 'harebrained', 'dog', 'frump', 'cad', 'frank', 'pawl', 'andiron', 'chase', '”', 'm']"
193,tweet-sno-193,"['know', 'acknowledge', 'sleep_together', 'call', 'cry', 'birdcall', 'margin_call', 'call_option', 'name', 'shout', 'visit', 'address', 'bid', 'predict', 'wall', 'rampart', 'street', 'n', '?', 'dutch', 'literally', 'construct', 'build_up', 'build', 'built', 'support', 'keep', 'hold', 'continue', 'prevent', 'observe', 'retain', 'sustain', 'restrain', 'keep_open', 'preserve', 'british', 'colony', '.', 'privation', 'lack', 'need', 'wish', 'desire', 'want', 'well', 'good', 'work', 'employment', 'study', 'workplace', 'oeuvre', 'function', 'exercise', 'make', 'bring', 'cultivate', 'influence', 'shape', 'knead', 'exploit', 'solve', 'ferment', 'sour', '?', '’', 'new', 'fresh', 'raw', 'newfangled', 'modern', 'newly', 'amsterdam', 'anymore', '.']"
194,tweet-sno-194,"['1', '’', 'dutch', 'inhabitant', 'new', 'fresh', 'raw', 'newfangled', 'modern', 'newly', 'amsterdam', 'construct', 'build_up', 'build', 'built', '1', 'wall', 'rampart', 'support', 'keep', 'hold', 'continue', 'prevent', 'observe', 'retain', 'sustain', 'restrain', 'keep_open', 'preserve', 'bad', 'regretful', 'badly', 'guy', '.', '1', 'british', 'ignore', 'dismiss', 'neglect', 'ignored', 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'necessitate', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'lease', 'subscribe', 'contain', 'drive', 'contract', 'sea', 'ocean', '.', '’', 'name', 'call', 'shout', 'visit', 'address', 'bid', 'predict', 'york', '.', 'street', '.', '’', '.']"
195,tweet-sno-195,"['yes', '!', 'nixon', 'tattoo', 'mention', 'note', 'tonight', 'a', 'real_number', 'real', 'actual', 'substantial', 'veridical', 'very', '.', 'many', 'ask', 'necessitate', '–', 'proof', 'validation', 'proofread', '!']"
196,tweet-sno-196,"['detect', 'learn', 'discover', 'fall_upon', 'unwrap', 'identify', 'ascertained', 'today', 'nowadays', 'adam', 's', ""'"", 'sister', 'baby', ',', 'melissa', 's', 's', ',', 'married', 'marry', 'marital', 'george', 's', ""'"", 'son', '!', 'helium', 'he', 'g', 'hog', 'slob', 'bull', 'pig_bed', 'pig', 'devour', 'farrow', '!', '-', 'p', '(', 'p', ')', 'february', 'five', ',', '2']"
197,tweet-sno-197,"['believe', 'think', 'black', 'total_darkness', 'blacken', 'bootleg', 'man', 'serviceman', 'homo', 'valet', 'world', 'kneel', 'peacefully', 'protest', 'racism', 'dishonor', 'rape', 'veteran', 'd', 'trump', 'cornet', 'outdo', 'larceny', 'stealth', 'steal', '$', '2', 'charity', ""jacob's_ladder"", 'n', '-', 'need', 'motivation', 'indigence', 'necessitate', 'want', 'stop', 'arrest', 'stop_consonant', 'period', 'diaphragm', 'catch', 'blockage', 'discontinue', 'break', 'check', 'intercept', 'end', 'barricade', 'hold_on', 'disguise', 'patriotism', '.']"
198,tweet-sno-198,"['🚨', ':', 'harmonize', 'accord', 'according', 'congressional', 'beginning', 'source', 'informant', 'generator', 'reservoir', 'reference', 'representative', 'spokesperson', 'congressman', 'example', 'adam', 's', 'use', 'practice', 'used', 'exploited', 'secondhand', 'tax', 'payer', 'money', 'range', 'scope', 'reach', 'compass', 'achieve', 'pass', 'strive', 'sexual', 'intimate', 'harassment', 'colony', 'village', 'settlement', 'colonization', 'liquidation', 'nineteen', 'year', 'class', 'old', 'erstwhile', 'honest-to-god', 'previous', 'male', '2', 'congress', 'sexual_intercourse', '‘', 'hush', 'quieten', 'fund', 'store', 'investment_company', '’', '&', 'people', 'citizenry', 'multitude', 'demand', 'requirement', 'need', 'necessitate', 'user', 'exploiter', 'drug_user', 'uncover', 'unwrap', 'reveal', '.', 'release', 'liberation', 'handout', 'dismissal', 'passing', 'acquittance', 'spill', 'let_go_of', 'free', 'turn', 'publish', 'exhaust', 'secrete', 'unblock', 'name_calling', 'name', 'appoint', 'mention', 'identify', 'list', 'diagnose', 'r', '!']"
199,tweet-sno-199,"['4', 'dog', 'frump', 'cad', 'frank', 'pawl', 'andiron', 'chase', '😱']"
200,tweet-sno-200,"[',', 'adam', 's', 'flat', 'flatcar', 'apartment', 'categoric', 'compressed', 'bland', 'two-dimensional', 'directly', 'garbage', 'refuse', 'defy', 'deny', 'resist', 'reject', 'lashkar-e-taiba', 'let', 'permit', 'get', 'lease', 'punctually', 'elect', 'elective', 'member', 'extremity', 'penis', 'congress', 'sexual_intercourse', 'ask', 'necessitate', 'question', 'doubt', 'motion', 'interrogate', 'interview', 'wonder', 'witness', 'spectator', ',', 'merely', 'just', 'simply', 'plainly', 'republican', '.', 'behavior', 'demeanor', 'unacceptable', 'impossible', 'continue', 'proceed', 'retain', 'stay', 'cover', 'maltreatment', 'abuse', 'misuse', 'mistreat', 'pervert', 'chairmanship', '.', 'watch', 'lookout', 'vigil', 'determine', '📺']"
201,tweet-sno-201,"['found', 'establish', 'find', 'detect', 'determine', 'witness', 'line_up', 'discover', 'rule', 'receive', 'recover', 'find_oneself', 'f', '#', 'security', 'security_system', '&', '#', 'privacy', 'issue', 'topic', 'return', 'consequence', 'offspring', 'emergence', 'exit', 'publish', 'write_out', '.', 'a', 'open', 'outdoors', 'unfold', 'afford', 'exposed', 'assailable', 'loose', 'receptive', 'overt', 'capable', 'clear', 'candid', 'actively', 'use', 'function', 'consumption', 'habit', 'manipulation', 'united_states', 'practice', 'camera', 'television_camera', '.', 'bug', 'hemipterous_insect', 'microbe', 'tease', 'wiretap', 'a', 'lashkar-e-taiba', 'let', 'permit', 'get', 'lease', 'see', 'understand', 'visualize', 'learn', 'watch', 'meet', 'visit', 'attend', 'go_steady', 'examine', 'experience', 'interpret', 'buttocks', 'behind', 'feed', 'run', 'prey', 'fertilize', 'tip', '.', 'note', 'bill', 'eminence', 'notice', 'indicate', 'orient', 'charge', 'steer', 'bespeak', 'luff', 'point', 'target', 'sharpen', 'pointed', 'rug', 'carpet', '.']"
202,tweet-sno-202,"['never', 'forget', '.', 'trump', 'cornet', 'outdo', 'family', 'class', 'kin', 'syndicate', 'forbid', 'operate', 'function', 'manoeuver', 'engage', 'operate_on', 'operating', 'operational', 'charity', ""jacob's_ladder"", 'state', 'state_of_matter', 'country', 'department_of_state', 'submit', 'express', 'new', 'fresh', 'raw', 'newfangled', 'modern', 'newly', 'york', 'stole', 'steal', 'child', 'kid', 'kyd', 'pull_the_leg_of', 'cancer', '.', '.', '.']"
203,tweet-sno-203,"['b', '’', 'son', ',', 'p', '’', ',', 'top', 'peak', 'acme', 'circus_tent', 'exceed', 'clear', 'lead', 'crown', 'democrat', '.', 'board', 'display_panel', 'dining_table', 'control_panel', 'circuit_board', 'director', 'film_director', 'conductor', 'energy', 'department_of_energy', 'company', 'caller', 'party', ""ship's_company"", 'business', 'commercial_enterprise', 'occupation', 'clientele', 'u', 'coincidence', 'concurrence', '?', '.']"
204,tweet-sno-204,"['1', ',', 'ukraine', 'donate', 'money', 'clinton', 'foundation', 'basis', 'foundation_garment', 'initiation', 'foreign', 'alien', 'extraneous', 'state', 'country', 'nation', 'area', '.', 'b', ',', 'p', ',', 'k', ',', '&', 'r', 'child', 'working', 'work', 'function', 'exercise', 'make', 'bring', 'cultivate', 'influence', 'shape', 'knead', 'exploit', 'solve', 'ferment', 'sour', 'running', 'ukrainian', 'gas', 'gasoline', 'flatulence', 'accelerator', 'natural_gas', 'boast', 'company', 'caller', 'party', ""ship's_company"", '.', 'people', 'citizenry', 'multitude', 'mention', 'note', 'privation', 'lack', 'need', 'wish', 'desire', 'want', 'trump', 'cornet', 'outdo', 'impeach', 'accuse', '.', 'connect', 'associate', 'get_in_touch', 'plug_in', 'point', 'department_of_transportation', 'dot', 'acid', 'scatter', 'yet', 'so_far', 'even', 'however', '?', '🤔']"
205,tweet-sno-205,"['’', 'clear', 'open', 'unclutter', 'clear_up', 'authorize', 'pass', 'net', 'gain', 'acquit', 'clean', 'well-defined', 'absolved', 'clearly', ':', 'factory', 'worker', 'proletarian', 'actor', '(', 'eighty', '%', 'female', ')', 'devising', 'qualification', 'making', 'make', 'induce', 'cause', 'produce', 'draw', 'create', 'do', 'form', 'reach', 'construct', 'name', 'have', 'lay_down', 'hold', 'take', 'stool', 'cook', 'seduce', 'nike', '’', 'twenty', 'cent', 'penny', 'hour', 'working', 'work', 'function', 'exercise', 'bring', 'cultivate', 'influence', 'shape', 'knead', 'exploit', 'solve', 'ferment', 'sour', 'running', 'seventy', 'hours', 'week', 'workweek', ',', 'net_income', 'profit', 'enough', 'adequate', 'wage', 'pay', 'give', 'pay_up', 'yield', 'c', 'k', 'million', 'talk', 'speak', 'address', 'oppression', 'injustice', '?']"
206,tweet-sno-206,"['child', 'never', 'able', 'meet', 'converge', 'suffer', 'touch', 'fitting', 'koala', '.', '’', 'believe', 'think', '’', 'tweet', 'pinch', '.']"
207,tweet-sno-207,"['nancy', 'p', 'state', 'submit', 'express', 'declared', '“', 'dangerous', 'lashkar-e-taiba', 'let', 'permit', 'get', 'lease', 'voter', 'decide', 'trump', 'cornet', 'outdo', '’', 'f', '”', 'f', 'words', 'lyric', 'quarrel', ""actor's_line"", 'word', 'news', 'discussion', 'parole', 'son', 'password', 'bible', 'give_voice', ',', 'think', 'remember', 'intend', '’', 'departure', 'passing', 'going', 'travel', 'go', 'become', 'run', 'proceed', 'sound', 'function', 'run_low', 'move', 'survive', 'die', 'belong', 'start', 'blend', 'fit', 'rifle', 'plump', 'fail', 'win', 'winnings', 'acquire', 'gain', 'succeed', '’', 'privation', 'lack', 'need', 'wish', 'desire', 'want', 'return', 'take', 'lead', 'assume', 'bring', 'choose', 'accept', 'fill', 'consider', 'necessitate', 'film', 'remove', 'consume', 'learn', 'claim', 'aim', 'carry', 'subscribe', 'contain', 'drive', 'contract', 'opportunity', 'luck', 'chance', 'probability', 'prospect', 'gamble', 'find', 'casual', '.', 'like', 'alike', 'comparable', 'aluminum', 'alabama', 'green', 'park', 'greens', 'k', 'fleeceable', ',', 'change', 'variety', 'switch', 'exchange', 'transfer', 'deepen', 'vote', 'system', 'arrangement', 'organization', '.', 'belly_laugh', 'wow', ',', '’', 'crazy', 'brainsick', '!']"
208,tweet-sno-208,"['president', 'president_of_the_united_states', '#', 'd', 'clasp', 'appreciation', 'hold', 'delay', 'detention', 'handle', 'cargo_area', 'keep', 'have', 'deem', 'harbor', 'restrain', 'retain', 'bear', 'accommodate', 'prevail', 'contain', 'reserve', 'defend', 'oblige', 'defy', 'apply', 'control', 'halt', 'carry', 'declare', 'agree', 'note', 'bill', 'eminence', 'notice', 'speaking', 'public_speaking', 'talk', 'speak', 'address', 'medium', 'culture_medium', 'metier', 'go', 'deviate', 'depart', 'leave', 'sidetrack', 'white', 'egg_white', 'flannel', 'whiten', 'blank', 'ashen', 'house', 'firm', 'sign_of_the_zodiac', 'family', 'theater', 'texas', '📷', ':', 'mark', 'marker', 'target', 'chump', 'sign', 'scratch', 'crisscross', 'bell_ringer', 'tag', 'distinguish', 'commemorate', 'stigmatize', 'scar', 'score', 'set', 'cross_off', 'check', 'grade', 'punctuate', 'wilson', '#', 'q']"
209,tweet-sno-209,"['department', 'defense', 'defense_mechanism', 'department_of_defense', 'refutation', 'defensive_structure', 'cancel', 'delete', 'off', 'fox', 'dodger', 'flim-flam', 'confuse', 'news', 'news_program', 'newsworthiness', 'arm', 'armed', 'force', 'military_unit', 'violence', 'power', 'effect', 'force_out', 'coerce', 'impel', 'push', 'wedge', 'pull', 'storm', 'radio', 'radio_receiver', 'attack', 'fire', 'approach', 'assail', 'lieutenant', 'deputy', 'colonel', 'v', '.']"
210,tweet-sno-210,"['remind', 'prompt', 'favorite', 'darling', 'front-runner', 'favored', 'development', 'growth', 'exploitation', 'narrative', 'story', 'floor', 'history', 'report', 'fib', '.', 'flip', 'lurch', 'pitch', 'peddle', 'slope', 'cant', 'deliver', 'gear', 'pitched', 'h', 'tubman', 'movie', ',', 'white_house', 'state', 'allege', 'suppose', 'read', 'order', 'pronounce', 'say', 'aforesaid', '“', 'great', 'bang-up', 'capital', 'big', ',', 'think', 'remember', 'intend', 'get', 'become', 'receive', 'arrive', 'bring', 'experience', 'pay_back', 'have', 'induce', 'grow', 'contract', 'make', 'drive', 'catch', 'scram', 'draw', 'perplex', 'get_down', 'suffer', 'beget', 'j', 'roberts', 'robert', 'lead', 'star', 'tip', 'spark_advance', 'leash', 'jumper_cable', 'leave', 'run', 'head', 'contribute', 'conduct', 'go', 'precede', 'moderate', '.', '”']"
